ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q'	65.96	5	78	160	0.061
ŋ kʰ	10.72	2	45	273	0.499
ʃ pʰ	7.6	5	645	168	0.061
ɲ tʃʰ	7.29	5	926	122	0.061
ʃ w	1.52	8	645	2147	0.007
j s	1.49	17	2518	2530	0.0
r w	1.39	16	2828	2147	0.0
x p	1.36	18	2235	3517	0.0
j t'	1.18	5	2518	277	0.061
x w	1.16	13	2235	2147	0.0
ʎ k'	0.99	3	1500	199	0.249
j tʃʰ	0.96	3	2518	122	0.249
ʎ m	0.9	11	1500	2956	0.001
w tʃ'	0.87	4	2147	282	0.124
r t	0.73	15	2828	3594	0.0
l k'	0.72	1	230	199	1.0
n r	0.56	16	5283	2828	0.0
s t	0.52	12	2530	3594	0.0
j tʃ	0.45	10	2518	2904	0.002
ʃ tʃʰ	0.42	1	645	122	1.0
x n	0.4	12	2235	5283	0.0
m s	0.36	9	2956	2530	0.004
n tʰ	0.36	2	5283	70	0.499
ʎ k	0.35	7	1500	3057	0.015
ʃ q	0.32	3	645	1431	0.249
x m	0.32	8	2235	2956	0.007
w k'	0.31	2	2147	199	0.499
x l	0.26	2	2235	230	0.499
s m	0.22	7	2530	2956	0.015
x tʰ	0.21	1	2235	70	1.0
l k	0.19	2	230	3057	0.499
ʎ tʃʰ	0.18	1	1500	122	1.0
w q	0.17	4	2147	1431	0.124
n s	0.16	8	5283	2530	0.007
s ɲ	0.13	3	2530	926	0.249
l q	0.1	1	230	1431	1.0
s w	0.1	4	2530	2147	0.124
ʎ w	0.09	3	1500	2147	0.249
j pʰ	0.08	1	2518	168	1.0
ʎ tʃ	0.07	3	1500	2904	0.249
r tʃ	0.06	4	2828	2904	0.124
j l	0.06	1	2518	230	1.0
w r	0.05	3	2147	2828	0.249
j kʰ	0.05	1	2518	273	1.0
h w	0.02	1	800	2147	1.0
ʃ r	0.02	1	645	2828	1.0
w t	0.02	2	2147	3594	0.499
j ɲ	0.01	1	2518	926	1.0
s ʎ	0.01	1	2530	1500	1.0
w j	0.01	1	2147	2518	1.0
w tʃ	0.01	1	2147	2904	1.0
w k	0.01	1	2147	3057	1.0
j p	0.0	1	2518	3517	1.0
s n	0.0	1	2530	5283	1.0
r n	0.0	1	2828	5283	1.0
