ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q'	192.55	5	78	160	0.061
ŋ kʰ	31.3	2	45	273	0.498
ʃ pʰ	22.46	5	637	168	0.061
ɲ tʃʰ	21.27	5	926	122	0.061
j t'	3.47	5	2501	277	0.061
ʎ k'	2.92	3	1489	199	0.248
j tʃʰ	2.84	3	2501	122	0.248
w tʃ'	2.58	4	2110	282	0.123
l k'	2.1	1	230	199	1.0
s t	1.54	12	2513	3579	0.0
j tʃ	1.32	10	2501	2904	0.002
ʃ tʃʰ	1.24	1	637	122	1.0
x n	1.19	12	2204	5267	0.0
m s	1.05	9	2945	2513	0.003
n tʰ	1.04	2	5267	70	0.498
ʎ k	1.03	7	1489	3057	0.015
ʃ q	0.95	3	637	1431	0.248
x m	0.95	8	2204	2945	0.007
w k'	0.92	2	2110	199	0.498
x l	0.76	2	2204	230	0.498
s m	0.64	7	2513	2945	0.015
x tʰ	0.62	1	2204	70	1.0
l k	0.55	2	230	3057	0.498
ʎ tʃʰ	0.53	1	1489	122	1.0
w q	0.51	4	2110	1431	0.123
n s	0.46	8	5267	2513	0.007
s ɲ	0.37	3	2513	926	0.248
l q	0.29	1	230	1431	1.0
s w	0.29	4	2513	2110	0.123
ʎ w	0.28	3	1489	2110	0.248
j pʰ	0.23	1	2501	168	1.0
ʎ tʃ	0.2	3	1489	2904	0.248
r tʃ	0.19	4	2781	2904	0.123
j l	0.17	1	2501	230	1.0
w r	0.15	3	2110	2781	0.248
j kʰ	0.14	1	2501	273	1.0
h w	0.06	1	800	2110	1.0
ʃ r	0.05	1	637	2781	1.0
w t	0.05	2	2110	3579	0.498
j ɲ	0.04	1	2501	926	1.0
s ʎ	0.03	1	2513	1489	1.0
w j	0.02	1	2110	2501	1.0
w tʃ	0.02	1	2110	2904	1.0
w k	0.01	1	2110	3057	1.0
j p	0.01	1	2501	3499	1.0
s n	0.01	1	2513	5267	1.0
r n	0.01	1	2781	5267	1.0
