ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q'	4.08	5	78	173	0.062
ʃ k	1.62	40	693	3134	0.0
w s	1.55	65	2288	2614	0.0
r k'	1.32	20	3034	219	0.0
w p	1.26	69	2288	3639	0.0
r m	1.22	72	3034	3094	0.0
m p'	1.15	19	3094	224	0.0
l t	1.11	22	266	3616	0.0
j ʎ	1.05	46	2741	1614	0.0
ʎ p	1.05	53	1614	3639	0.0
ʎ tʃ'	0.94	15	1614	328	0.0
ɲ tʃ'	0.87	11	937	328	0.001
ʃ kʰ	0.71	8	693	288	0.008
ŋ kʰ	0.68	2	45	288	0.5
x r	0.49	40	2351	3034	0.0
ɲ tʃʰ	0.48	5	937	122	0.062
s t'	0.47	13	2614	300	0.0
x tʃ	0.46	38	2351	2942	0.0
ʃ pʰ	0.46	5	693	174	0.062
j n	0.44	54	2741	5337	0.0
j q	0.43	28	2741	1459	0.0
j tʃ'	0.35	12	2741	328	0.0
r k	0.32	37	3034	3134	0.0
x t'	0.31	10	2351	300	0.002
j m	0.3	34	2741	3094	0.0
r q'	0.21	7	3034	173	0.015
x tʃ'	0.18	8	2351	328	0.008
l w	0.18	7	266	2288	0.015
j q'	0.17	6	2741	173	0.031
m pʰ	0.15	6	3094	174	0.031
j r	0.14	23	2741	3034	0.0
x j	0.14	20	2351	2741	0.0
s p'	0.14	6	2614	224	0.031
l m	0.13	7	266	3094	0.015
r kʰ	0.12	7	3034	288	0.015
ʃ w	0.09	8	693	2288	0.008
j s	0.09	17	2741	2614	0.0
x p	0.08	18	2351	3639	0.0
r w	0.08	16	3034	2288	0.0
x w	0.07	13	2351	2288	0.0
j t'	0.07	5	2741	300	0.062
j tʃʰ	0.06	3	2741	122	0.25
ʎ k'	0.06	3	1614	219	0.25
ʎ m	0.05	11	1614	3094	0.001
w tʃ'	0.05	4	2288	328	0.125
r t	0.05	15	3034	3616	0.0
l k'	0.04	1	266	219	1.0
n r	0.03	16	5337	3034	0.0
s t	0.03	12	2614	3616	0.0
j tʃ	0.03	10	2741	2942	0.002
ʃ tʃʰ	0.03	1	693	122	1.0
x n	0.03	12	2351	5337	0.0
n tʰ	0.02	2	5337	70	0.5
m s	0.02	9	3094	2614	0.004
ʎ k	0.02	7	1614	3134	0.015
ʃ q	0.02	3	693	1459	0.25
x m	0.02	8	2351	3094	0.008
w k'	0.02	2	2288	219	0.5
x l	0.01	2	2351	266	0.5
x tʰ	0.01	1	2351	70	1.0
s m	0.01	7	2614	3094	0.015
ʎ tʃʰ	0.01	1	1614	122	1.0
l k	0.01	2	266	3134	0.5
w q	0.01	4	2288	1459	0.125
n s	0.01	8	5337	2614	0.008
s ɲ	0.01	3	2614	937	0.25
s w	0.01	4	2614	2288	0.125
l q	0.01	1	266	1459	1.0
ʎ w	0.01	3	1614	2288	0.25
j pʰ	0.0	1	2741	174	1.0
ʎ tʃ	0.0	3	1614	2942	0.25
r tʃ	0.0	4	3034	2942	0.125
j l	0.0	1	2741	266	1.0
w r	0.0	3	2288	3034	0.25
j kʰ	0.0	1	2741	288	1.0
h w	0.0	1	800	2288	1.0
w t	0.0	2	2288	3616	0.5
ʃ r	0.0	1	693	3034	1.0
j ɲ	0.0	1	2741	937	1.0
s ʎ	0.0	1	2614	1614	1.0
w j	0.0	1	2288	2741	1.0
w tʃ	0.0	1	2288	2942	1.0
w k	0.0	1	2288	3134	1.0
j p	0.0	1	2741	3639	1.0
s n	0.0	1	2614	5337	1.0
r n	0.0	1	3034	5337	1.0
