ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q'	10.34	5	78	173	0.062
ʎ tʃ'	2.53	15	1515	328	0.0
ɲ tʃ'	2.2	11	937	328	0.001
ʃ kʰ	1.9	8	653	288	0.008
ŋ kʰ	1.72	2	45	288	0.5
x r	1.29	40	2351	2942	0.0
s t'	1.23	13	2549	300	0.0
ʃ pʰ	1.23	5	653	174	0.062
ɲ tʃʰ	1.22	5	937	122	0.062
x tʃ	1.16	38	2351	2942	0.0
j n	1.13	54	2695	5337	0.0
j q	1.11	28	2695	1459	0.0
j tʃ'	0.91	12	2695	328	0.0
r k	0.84	37	2942	3094	0.0
j m	0.8	34	2695	3003	0.0
x t'	0.79	10	2351	300	0.002
r q'	0.54	7	2942	173	0.015
l w	0.52	7	244	2154	0.015
x tʃ'	0.46	8	2351	328	0.008
j q'	0.43	6	2695	173	0.031
m pʰ	0.38	6	3003	174	0.031
s p'	0.38	6	2549	205	0.031
l m	0.37	7	244	3003	0.015
j r	0.37	23	2695	2942	0.0
x j	0.35	20	2351	2695	0.0
r kʰ	0.32	7	2942	288	0.015
ʃ w	0.25	8	653	2154	0.008
j s	0.23	17	2695	2549	0.0
r w	0.23	16	2942	2154	0.0
x p	0.22	18	2351	3517	0.0
x w	0.19	13	2351	2154	0.0
j t'	0.17	5	2695	300	0.062
ʎ k'	0.17	3	1515	199	0.249
j tʃʰ	0.15	3	2695	122	0.249
ʎ m	0.15	11	1515	3003	0.001
w tʃ'	0.13	4	2154	328	0.124
r t	0.12	15	2942	3594	0.0
l k'	0.11	1	244	199	1.0
n r	0.09	16	5337	2942	0.0
s t	0.09	12	2549	3594	0.0
j tʃ	0.07	10	2695	2942	0.002
ʃ tʃʰ	0.07	1	653	122	1.0
x n	0.06	12	2351	5337	0.0
n tʰ	0.06	2	5337	70	0.5
m s	0.06	9	3003	2549	0.004
ʎ k	0.06	7	1515	3094	0.015
ʃ q	0.05	3	653	1459	0.249
w k'	0.05	2	2154	199	0.5
x m	0.05	8	2351	3003	0.008
x l	0.04	2	2351	244	0.5
s m	0.04	7	2549	3003	0.015
x tʰ	0.03	1	2351	70	1.0
ʎ tʃʰ	0.03	1	1515	122	1.0
l k	0.03	2	244	3094	0.5
w q	0.03	4	2154	1459	0.124
n s	0.03	8	5337	2549	0.008
s ɲ	0.02	3	2549	937	0.249
s w	0.02	4	2549	2154	0.124
l q	0.02	1	244	1459	1.0
ʎ w	0.02	3	1515	2154	0.249
j pʰ	0.01	1	2695	174	1.0
ʎ tʃ	0.01	3	1515	2942	0.249
r tʃ	0.01	4	2942	2942	0.124
j l	0.01	1	2695	244	1.0
w r	0.01	3	2154	2942	0.249
j kʰ	0.01	1	2695	288	1.0
h w	0.0	1	800	2154	1.0
ʃ r	0.0	1	653	2942	1.0
w t	0.0	2	2154	3594	0.5
j ɲ	0.0	1	2695	937	1.0
s ʎ	0.0	1	2549	1515	1.0
w j	0.0	1	2154	2695	1.0
w tʃ	0.0	1	2154	2942	1.0
w k	0.0	1	2154	3094	1.0
j p	0.0	1	2695	3517	1.0
s n	0.0	1	2549	5337	1.0
r n	0.0	1	2942	5337	1.0
