ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
rn p	5.41	10	207	432	0.002
ty p	4.84	11	280	432	0.001
ny m	3.63	9	173	624	0.003
rn m	2.4	8	207	624	0.007
n m	2.28	7	167	624	0.014
rn ty	2.09	5	207	280	0.059
l y	1.85	6	238	395	0.029
n ng	1.32	4	167	352	0.121
rn ng	1.06	4	207	352	0.121
rr m	0.4	6	691	624	0.029
t l	0.38	1	54	238	1.0
ny p	0.26	2	173	432	0.497
t k	0.23	1	54	394	1.0
ty k	0.18	2	280	394	0.497
n ny	0.17	1	167	173	1.0
t m	0.14	1	54	624	1.0
rr ty	0.1	2	691	280	0.497
ny ng	0.08	1	173	352	1.0
rr y	0.07	2	691	395	0.497
rr p	0.06	2	691	432	0.497
rl p	0.05	1	204	432	1.0
rt ty	0.05	1	317	280	1.0
l k	0.05	1	238	394	1.0
l p	0.05	1	238	432	1.0
rr ny	0.04	1	691	173	1.0
rt k	0.04	1	317	394	1.0
rt p	0.04	1	317	432	1.0
y k	0.03	1	395	394	1.0
