segs	ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
[ʎ|ɲ] [p'|q'|p|pʰ|k'|tʰ|n|q|qʰ|ɴ|kʰ|k|m|ɲ|t|ŋ|t']	+son,-anterior -cont	0.0004	137	427	3630	0.0
[n|ɴ|m|ɲ|ŋ] [k'|kʰ|k]	+nasal +high,-cont	0.0004	81	872	624	0.0
[ʎ|n|ɲ|r|l] [t|tʰ|t']	+son,+coronal -cont,+anterior,-son	0.0004	139	1482	1082	0.0
[ʎ|n|ɲ|r|l] [t|t']	+son,+coronal -cont,+coronal,-sg	0.0004	135	1482	1022	0.0
[s|r|ʃ'|tʰ|ʎ|n|ʃ|ɲ|ʃʰ|t|l|t'] [w|k'|kʰ|k|x|j]	+coronal +high,-syll	0.0004	258	3601	1538	0.0
[s|ʃ'|ʃ|x|ʃʰ|h] [t|p|k|q]	-son,+cont -cg,-cont,-sg	0.0004	179	1449	1843	0.0
[x] [ʎ]	+high,-strid +lateral,-anterior	0.0004	37	268	427	0.0
[x] [ʎ|ɲ]	+high,-strid +son,-anterior	0.0004	37	268	427	0.0
[x] [r|l]	+high,-strid -nasal,+anterior	0.0004	42	268	551	0.0
[w|k'|kʰ|k|x|j] [p'|q'|p|pʰ|k'|tʰ|n|q|qʰ|ɴ|kʰ|k|m|ɲ|t|ŋ|t']	+high,-syll -cont	0.0004	258	1538	3630	0.0
[x] [r|ɲ|n]	+high,-strid -lateral,+coronal	0.0004	55	268	948	0.0
[x] [r|n]	+high,-strid -lateral,+anterior	0.0004	55	268	948	0.0
[p'|q'|p|pʰ|k'|tʰ|n|q|qʰ|ɴ|kʰ|k|m|ɲ|t|ŋ|t'] [ʃʰ|tʰ]	-cont +sg,+coronal	0.0004	76	3630	134	0.0
[s|ʃ'|tʰ|ʃ|ʃʰ|t|t'] [ʃʰ|h]	+coronal,-son +sg,+cont	0.0004	74	2119	218	0.0
[w|ʎ|n|ɴ|m|ɲ|r|l|ŋ|j] [s|tʰ|n|r|t|l|t']	+son,-syll +anterior	0.0004	278	2496	2613	0.0
[h|x] [t|s|ʃ]	-strid -cg,+coronal,-sg	0.0004	90	412	1662	0.0
[m] [p|pʰ]	-lateral,+labial +labial,-cg	0.0004	44	368	445	0.0
[l|ʎ] [p|pʰ|tʰ|q|kʰ|k|t|qʰ]	+lateral -cg,-cont	0.0004	118	534	2212	0.0
[p'|q'|p|pʰ|k'|tʰ|q|qʰ|kʰ|k|t|t'] [p|s|q|k|ʃ|t]	-cont,-son -cg,-sg	0.0004	292	2758	2626	0.0
[s|ʃ'|ʃ|x|ʃʰ|h] [p|pʰ|tʰ|q|kʰ|k|t|qʰ]	-son,+cont -cg,-cont	0.0004	194	1449	2212	0.0
[r|l|n] [w|k'|kʰ|k|x|j]	+son,+anterior +high,-syll	0.0004	138	1055	1538	0.0
[r|l|s] [p'|q'|p|s|ʃ'|k'|q|k|ʃ|t|t']	+anterior,+cont -sg	0.0004	201	1027	3352	0.0
[s|r|ʃ'|w|ʎ|ʃ|x|ʃʰ|l|h|j] [k]	-syll,+cont -cg,+high,-sg	0.0004	112	3073	348	0.0
[r|l|ʎ] [p'|q'|p|s|ʃ'|k'|q|k|ʃ|t|t']	-nasal,+coronal -sg	0.0004	196	978	3352	0.0
[w|ʎ|n|ɴ|m|ɲ|r|l|ŋ|j] [t|tʰ|n|t']	+son,-syll -cont,+anterior	0.0004	215	2496	1586	0.0
[w|ʎ|n|ɴ|m|ɲ|r|l|ŋ|j] [tʰ|n|ɲ|t|t']	+son,-syll -cont,+coronal	0.0004	215	2496	1586	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [k]	-syll -cg,+high,-sg	0.0004	165	6703	348	0.0
[r|l|ʎ] [p'|p|pʰ|m]	-nasal,+coronal +labial	0.0004	102	978	912	0.0
[j|w|x] [r|l|n]	+high,-syll,+cont +son,+anterior	0.0004	106	914	1055	0.0
[h|x] [w|n|ɴ|m|ɲ|r|ŋ|j]	-strid -lateral	0.0004	97	412	1962	0.0
[r|w|j] [p'|q'|p|pʰ|k'|tʰ|q|qʰ|kʰ|k|t|t']	-lateral,+cont -cont,-son	0.0004	187	1090	2758	0.0
[h|x] [t|tʰ|t']	-strid -cont,+anterior,-son	0.0004	72	412	1082	0.0
[h|x] [r|l|s]	-strid +anterior,+cont	0.0004	70	412	1027	0.0
[x] [p'|q'|p|k'|q|k|t|t']	+high,-strid -cont,-sg	0.0004	86	268	2389	0.0
[r|l|ʎ] [ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h]	-nasal,+coronal -syll	0.0004	275	978	6703	0.0
[x] [p'|q'|p|pʰ|s|ʃ'|k'|tʰ|q|qʰ|kʰ|k|ʃ|x|ʃʰ|t|h|t']	+high,-strid -son	0.0004	114	268	4207	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [t|t']	-syll -cont,+coronal,-sg	0.0004	281	6703	1022	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [t|t']	-lateral -cont,+coronal,-sg	0.0004	152	1962	1022	0.0
[r|l|s] [p'|q'|p|pʰ|s|ʃ'|k'|tʰ|q|qʰ|kʰ|k|ʃ|x|ʃʰ|t|h|t']	+anterior,+cont -son	0.0004	223	1027	4207	0.0
[n] [s|tʰ|n|r|t|l|t']	+anterior,+nasal +anterior	0.0004	123	504	2613	0.0
[ɲ|n] [s|tʰ|n|r|t|l|t']	+coronal,+nasal +anterior	0.0004	123	504	2613	0.0
[n] [t|s|ʃ]	+anterior,+nasal -cg,+coronal,-sg	0.0004	98	504	1662	0.0
[ɲ|n] [t|s|ʃ]	+coronal,+nasal -cg,+coronal,-sg	0.0004	98	504	1662	0.0
[h|x] [s|ʃ'|tʰ|ʃ|ʃʰ|t|t']	-strid +coronal,-son	0.0004	100	412	2119	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [s|tʰ|n|r|t|l|t']	-lateral +anterior	0.0004	242	1962	2613	0.0
[x] [t|p|k|q]	+high,-strid -cg,-cont,-sg	0.0004	75	268	1843	0.0
[r|l|ʎ] [p|s|q|k|ʃ|t]	-nasal,+coronal -cg,-sg	0.0004	171	978	2626	0.0
[w|k'|kʰ|k|x|j] [ʎ|n|ɲ|r|l]	+high,-syll +son,+coronal	0.0004	161	1538	1482	0.0
[r|w|j] [p'|q'|p|k'|q|k|t|t']	-lateral,+cont -cont,-sg	0.0004	172	1090	2389	0.0
[p|pʰ|tʰ|q|kʰ|k|t|qʰ] [ʃʰ|h]	-cg,-cont +sg,+cont	0.0004	74	2212	218	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [w|k'|kʰ|k|x|j]	-lateral +high,-syll	0.0004	185	1962	1538	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [k]	-lateral -cg,+high,-sg	0.0004	88	1962	348	0.0
[s|ʃ'|ʃ|x|ʃʰ|h] [s|r|ʃ'|tʰ|ʎ|n|ʃ|ɲ|ʃʰ|t|l|t']	-son,+cont +coronal	0.0004	243	1449	3601	0.0
[j|w|x] [r|ɲ|n]	+high,-syll,+cont -lateral,+coronal	0.0004	99	914	948	0.0
[j|w|x] [r|n]	+high,-syll,+cont -lateral,+anterior	0.0004	99	914	948	0.0
[j|w|x] [r|l|s]	+high,-syll,+cont +anterior,+cont	0.0004	103	914	1027	0.0
[l|ʎ] [p'|q'|p|k'|q|k|t|t']	+lateral -cont,-sg	0.0004	120	534	2389	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [t|tʰ|t']	-syll -cont,+anterior,-son	0.0004	286	6703	1082	0.0
[t|tʰ|n|t'] [p'|q'|p|pʰ|k'|tʰ|q|qʰ|kʰ|k|t|t']	-cont,+anterior -cont,-son	0.0004	222	1586	2758	0.0
[tʰ|n|ɲ|t|t'] [p'|q'|p|pʰ|k'|tʰ|q|qʰ|kʰ|k|t|t']	-cont,+coronal -cont,-son	0.0004	222	1586	2758	0.0
[s|ʃ'|ʃ|x|ʃʰ|h] [p|s|q|k|ʃ|t]	-son,+cont -cg,-sg	0.0004	207	1449	2626	0.0
[w|k'|kʰ|k|x|j] [t|s|t']	+high,-syll +anterior,-sg	0.0004	161	1538	1498	0.0
[m] [p]	-lateral,+labial +labial,-cg,-sg	0.0004	38	368	349	0.0
[w|ʎ|n|ɴ|m|ɲ|r|l|ŋ|j] [t|s|t']	+son,-syll +anterior,-sg	0.0004	205	2496	1498	0.0
[w|ʎ|n|ɴ|m|ɲ|r|l|ŋ|j] [t|tʰ|s|t']	+son,-syll +anterior,-son	0.0004	209	2496	1558	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [t|tʰ|t']	-lateral -cont,+anterior,-son	0.0004	154	1962	1082	0.0
[w|ʎ|r|l|j] [q'|k'|k|q]	-nasal +dorsal,-sg	0.0004	129	1624	919	0.0
[r|l|ʎ] [p|pʰ|s|tʰ|q|kʰ|k|ʃ|ʃʰ|t|h|qʰ]	-nasal,+coronal -cg	0.0004	187	978	3213	0.0
[k'|kʰ|k|x] [s|tʰ|n|r|t|l|t']	+high,-son +anterior	0.0004	161	892	2613	0.0
[s] [p|pʰ|tʰ|q|kʰ|k|t|qʰ]	+anterior,+strid -cg,-cont	0.0004	108	476	2212	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [t|tʰ|n|t']	-syll -cont,+anterior	0.0004	343	6703	1586	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [tʰ|n|ɲ|t|t']	-syll -cont,+coronal	0.0004	343	6703	1586	0.0
[n] [s|tʰ|ʃ|ʃʰ|t]	+anterior,+nasal -cg,+coronal	0.0004	100	504	1796	0.0
[ɲ|n] [s|tʰ|ʃ|ʃʰ|t]	+coronal,+nasal -cg,+coronal	0.0004	100	504	1796	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [t]	-lateral -cg,-cont,+anterior,-sg	0.0004	138	1962	879	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [ʃʰ]	-syll +sg,-anterior	0.0004	74	6703	74	0.0
[w|k'|kʰ|k|x|j] [t|tʰ|n|t']	+high,-syll -cont,+anterior	0.0004	164	1538	1586	0.0
[w|k'|kʰ|k|x|j] [tʰ|n|ɲ|t|t']	+high,-syll -cont,+coronal	0.0004	164	1538	1586	0.0
[s|tʰ|n|r|t|l|t'] [w|k'|kʰ|k|x|j]	+anterior +high,-syll	0.0004	210	2613	1538	0.0
[w|ʎ|r|l|j] [q'|k'|q|kʰ|k|qʰ]	-nasal +dorsal,-cont,-son	0.0004	142	1624	1132	0.0
[w|ʎ|r|l|j] [q'|k'|ɴ|q|kʰ|k|ŋ|qʰ]	-nasal +dorsal,-cont	0.0004	142	1624	1132	0.0
[h|x] [s|tʰ|ʃ|ʃʰ|t]	-strid -cg,+coronal	0.0004	90	412	1796	0.0
[r|l|ʎ] [p'|q'|p|pʰ|s|ʃ'|k'|tʰ|q|qʰ|kʰ|k|ʃ|x|ʃʰ|t|h|t']	-nasal,+coronal -son	0.0004	212	978	4207	0.0
[s|ʃ'|ʃ|x|ʃʰ|h] [p'|q'|p|pʰ|s|ʃ'|k'|tʰ|q|qʰ|kʰ|k|ʃ|x|ʃʰ|t|h|t']	-son,+cont -son	0.0004	258	1449	4207	0.0
[x] [r]	+high,-strid -lateral,-nasal,+coronal	0.0004	36	268	444	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [w|k'|kʰ|k|x|j]	-syll +high,-syll	0.0004	335	6703	1538	0.0
[t|tʰ|n|t'] [p'|q'|p|k'|q|k|t|t']	-cont,+anterior -cont,-sg	0.0004	203	1586	2389	0.0
[tʰ|n|ɲ|t|t'] [p'|q'|p|k'|q|k|t|t']	-cont,+coronal -cont,-sg	0.0004	203	1586	2389	0.0
[r|ɲ|n] [t]	-lateral,+coronal -cg,-cont,+anterior,-sg	0.0004	95	948	879	0.0
[r|n] [t]	-lateral,+anterior -cg,-cont,+anterior,-sg	0.0004	95	948	879	0.0
[w|k'|kʰ|k|x|j] [t|tʰ|s|t']	+high,-syll +anterior,-son	0.0004	161	1538	1558	0.0
[n] [s|ʃ'|ʃ|t|t']	+anterior,+nasal +coronal,-sg	0.0004	104	504	1985	0.0
[ɲ|n] [s|ʃ'|ʃ|t|t']	+coronal,+nasal +coronal,-sg	0.0004	104	504	1985	0.0
[n|ɴ|m|ɲ|ŋ] [t]	+nasal -cg,-cont,+anterior,-sg	0.0004	91	872	879	0.0
[s|r|ʃ'|w|ʎ|ʃ|x|ʃʰ|l|h|j] [t|s|t']	-syll,+cont +anterior,-sg	0.0004	223	3073	1498	0.0
[k'|kʰ|k|x] [ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h]	+high,-son -syll	0.0004	254	892	6703	0.0
[w|ʎ|n|ɴ|m|ɲ|r|l|ŋ|j] [t|s]	+son,-syll -cg,+anterior,-sg	0.0004	191	2496	1355	0.0
[s|r|ʃ'|w|ʎ|ʃ|x|ʃʰ|l|h|j] [t|t']	-syll,+cont -cont,+coronal,-sg	0.0004	184	3073	1022	0.0
[l|ʎ] [p'|q'|p|pʰ|k'|tʰ|q|qʰ|kʰ|k|t|t']	+lateral -cont,-son	0.0004	126	534	2758	0.0
[s|ʃ'|ʃ|x|ʃʰ|h] [s|tʰ|n|r|t|l|t']	-son,+cont +anterior	0.0004	202	1449	2613	0.0
[w|k'|kʰ|k|x|j] [w|ʎ|r|l|j]	+high,-syll -nasal	0.0004	164	1538	1624	0.0
[w|ʎ|n|ɴ|m|ɲ|r|l|ŋ|j] [t|tʰ|s]	+son,-syll -cg,+anterior	0.0004	195	2496	1415	0.0
[n|ɴ|m|ɲ|ŋ] [k'|k]	+nasal +high,-sg	0.0004	70	872	522	0.0
[t|tʰ|n|t'] [p|pʰ|tʰ|q|kʰ|k|t|qʰ]	-cont,+anterior -cg,-cont	0.0004	194	1586	2212	0.0
[tʰ|n|ɲ|t|t'] [p|pʰ|tʰ|q|kʰ|k|t|qʰ]	-cont,+coronal -cg,-cont	0.0004	194	1586	2212	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [k'|kʰ|k|x]	-lateral +high,-son	0.0004	137	1962	892	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [t|s|t']	-syll +anterior,-sg	0.0004	328	6703	1498	0.0
[n] [w|k'|kʰ|k|x|j]	+anterior,+nasal +high,-syll	0.0004	91	504	1538	0.0
[ɲ|n] [w|k'|kʰ|k|x|j]	+coronal,+nasal +high,-syll	0.0004	91	504	1538	0.0
[s|r|ʃ'|w|ʎ|ʃ|x|ʃʰ|l|h|j] [t|tʰ|s|t']	-syll,+cont +anterior,-son	0.0004	226	3073	1558	0.0
[s|r|ʃ'|ʎ|ʃ|ʃʰ|l] [p'|p|pʰ|m]	+coronal,+cont +labial	0.0004	140	2015	912	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [t|tʰ]	-lateral -cg,-cont,+anterior	0.0004	140	1962	939	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [t|tʰ|s|t']	-syll +anterior,-son	0.0004	333	6703	1558	0.0
[h|x] [t]	-strid -cg,-cont,+anterior,-sg	0.0004	62	412	879	0.0
[t] [pʰ|tʰ|kʰ|ʃʰ|h|qʰ]	-cg,-cont,+anterior,-sg +sg	0.0004	74	879	587	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [t]	-syll -cg,-cont,+anterior,-sg	0.0004	250	6703	879	0.0
[s] [q'|k'|q|kʰ|k|x|qʰ]	+anterior,+strid +dorsal,-son	0.0004	84	476	1400	0.0
[s] [q'|k'|ɴ|q|kʰ|k|x|ŋ|qʰ]	+anterior,+strid +dorsal	0.0004	84	476	1400	0.0
[s|ʃ'|ʃ|x|ʃʰ|h] [p|pʰ|s|tʰ|q|kʰ|k|ʃ|ʃʰ|t|h|qʰ]	-son,+cont -cg	0.0004	222	1449	3213	0.0
[r|ɲ|n] [t|tʰ]	-lateral,+coronal -cg,-cont,+anterior	0.0003	97	948	939	0.0
[r|n] [t|tʰ]	-lateral,+anterior -cg,-cont,+anterior	0.0003	97	948	939	0.0
[r|l|n] [t]	+son,+anterior -cg,-cont,+anterior,-sg	0.0003	99	1055	879	0.0
[n|ɴ|m|ɲ|ŋ] [t|tʰ]	+nasal -cg,-cont,+anterior	0.0003	93	872	939	0.0
[n|ɴ|m|ɲ|ŋ] [t|t']	+nasal -cont,+coronal,-sg	0.0003	97	872	1022	0.0
[r|l|ʎ] [p]	-nasal,+coronal +labial,-cg,-sg	0.0003	60	978	349	0.0
[r|ɲ|n] [t|t']	-lateral,+coronal -cont,+coronal,-sg	0.0003	101	948	1022	0.0
[r|n] [t|t']	-lateral,+anterior -cont,+coronal,-sg	0.0003	101	948	1022	0.0
[n] [s|ʃ'|tʰ|ʃ|ʃʰ|t|t']	+anterior,+nasal +coronal,-son	0.0003	106	504	2119	0.0
[ɲ|n] [s|ʃ'|tʰ|ʃ|ʃʰ|t|t']	+coronal,+nasal +coronal,-son	0.0003	106	504	2119	0.0
[s|r|ʃ'|w|ʎ|ʃ|x|ʃʰ|l|h|j] [t|tʰ|t']	-syll,+cont -cont,+anterior,-son	0.0003	187	3073	1082	0.0
[p'|q'|p|k'|q|k|t|t'] [ʃʰ|h]	-cont,-sg +sg,+cont	0.0003	74	2389	218	0.0
[s] [t|p|k|q]	+anterior,+strid -cg,-cont,-sg	0.0003	96	476	1843	0.0
[t|tʰ|n|t'] [t|p|k|q]	-cont,+anterior -cg,-cont,-sg	0.0003	175	1586	1843	0.0
[tʰ|n|ɲ|t|t'] [t|p|k|q]	-cont,+coronal -cg,-cont,-sg	0.0003	175	1586	1843	0.0
[j|w|x] [r|w|j]	+high,-syll,+cont -lateral,+cont	0.0003	102	914	1090	0.0
[n|ɴ|m|ɲ|ŋ] [kʰ|k]	+nasal -cg,+high	0.0003	64	872	450	0.0
[l|ʎ] [p'|q'|p|pʰ|k'|tʰ|n|q|qʰ|ɴ|kʰ|k|m|ɲ|t|ŋ|t']	+lateral -cont	0.0003	142	534	3630	0.0
[n|ɴ|m|ɲ|ŋ] [t|tʰ|t']	+nasal -cont,+anterior,-son	0.0003	99	872	1082	0.0
[w|ʎ|r|l|j] [p'|p|pʰ|m]	-nasal +labial	0.0003	124	1624	912	0.0
[m] [p'|p|pʰ|m]	-lateral,+labial +labial	0.0003	59	368	912	0.0
[r|ɲ|n] [t|tʰ|t']	-lateral,+coronal -cont,+anterior,-son	0.0003	103	948	1082	0.0
[r|n] [t|tʰ|t']	-lateral,+anterior -cont,+anterior,-son	0.0003	103	948	1082	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [t|tʰ]	-syll -cg,-cont,+anterior	0.0003	255	6703	939	0.0
[r|l|n] [t|tʰ]	+son,+anterior -cg,-cont,+anterior	0.0003	101	1055	939	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [t|tʰ|n|t']	-lateral -cont,+anterior	0.0003	179	1962	1586	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [tʰ|n|ɲ|t|t']	-lateral -cont,+coronal	0.0003	179	1962	1586	0.0
[r|l|n] [t|t']	+son,+anterior -cont,+coronal,-sg	0.0003	105	1055	1022	0.0
[s|ʃ] [kʰ|k]	-cg,+strid,-sg -cg,+high	0.0003	60	783	450	0.0
[w|ʎ|n|ɴ|m|ɲ|r|l|ŋ|j] [s|r|ʃ'|tʰ|ʎ|n|ʃ|ɲ|ʃʰ|t|l|t']	+son,-syll +coronal	0.0003	303	2496	3601	0.0
[ʎ] [p|s|q|k|ʃ|t]	+lateral,-anterior -cg,-sg	0.0003	107	427	2626	0.0
[ʎ|ɲ] [p|s|q|k|ʃ|t]	+son,-anterior -cg,-sg	0.0003	107	427	2626	0.0
[s|ʃ] [q'|k'|q|kʰ|k|qʰ]	-cg,+strid,-sg +dorsal,-cont,-son	0.0003	95	783	1132	0.0
[s|ʃ] [q'|k'|ɴ|q|kʰ|k|ŋ|qʰ]	-cg,+strid,-sg +dorsal,-cont	0.0003	95	783	1132	0.0
[s|ʃ] [p'|q'|p|pʰ|k'|tʰ|n|q|qʰ|ɴ|kʰ|k|m|ɲ|t|ŋ|t']	-cg,+strid,-sg -cont	0.0003	170	783	3630	0.0
[s|ʃ] [kʰ|k|qʰ|q]	-cg,+strid,-sg -cg,+dorsal	0.0003	81	783	828	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [s|r|ʃ'|tʰ|ʎ|n|ʃ|ɲ|ʃʰ|t|l|t']	-lateral +coronal	0.0003	267	1962	3601	0.0
[r|l|s] [p|pʰ|s|tʰ|q|kʰ|k|ʃ|ʃʰ|t|h|qʰ]	+anterior,+cont -cg	0.0003	182	1027	3213	0.0
[r|l|n] [t|tʰ|t']	+son,+anterior -cont,+anterior,-son	0.0003	107	1055	1082	0.0
[s|ʃ] [k'|kʰ|k]	-cg,+strid,-sg +high,-cont	0.0003	70	783	624	0.0
[x] [p'|q'|p|pʰ|k'|tʰ|q|qʰ|kʰ|k|t|t']	+high,-strid -cont,-son	0.0003	86	268	2758	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [p'|p|pʰ|m]	-syll +labial	0.0003	247	6703	912	0.0
[p'|q'|p|pʰ|s|ʃ'|k'|tʰ|q|qʰ|kʰ|k|ʃ|x|ʃʰ|t|h|t'] [ʃʰ|tʰ]	-son +sg,+coronal	0.0003	75	4207	134	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [t|s|t']	-lateral +anterior,-sg	0.0003	171	1962	1498	0.0
[r|l|ʎ] [p'|p]	-nasal,+coronal +labial,-sg	0.0003	66	978	448	0.0
[h|x] [t|tʰ]	-strid -cg,-cont,+anterior	0.0003	62	412	939	0.0
[t|tʰ] [pʰ|tʰ|kʰ|ʃʰ|h|qʰ]	-cg,-cont,+anterior +sg	0.0003	74	939	587	0.0
[s|ʃ] [k|q]	-cg,+strid,-sg -cg,+dorsal,-sg	0.0003	69	783	615	0.0
[w|k'|kʰ|k|x|j] [t|s]	+high,-syll -cg,+anterior,-sg	0.0003	143	1538	1355	0.0
[h|x] [p|s|q|k|ʃ|t]	-strid -cg,-sg	0.0003	103	412	2626	0.0
[w|k'|kʰ|k|x|j] [w|n|ɴ|m|ɲ|r|ŋ|j]	+high,-syll -lateral	0.0003	172	1538	1962	0.0
[w|j] [ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h]	-nasal,+high -syll	0.0003	206	646	6703	0.0
[ŋ|w|j] [ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h]	-lateral,-low -syll	0.0003	206	646	6703	0.0
[w|n|ɴ|m|ɲ|r|ŋ|j] [t|tʰ|s|t']	-lateral +anterior,-son	0.0003	173	1962	1558	0.0
[h|x] [p'|q'|p|pʰ|k'|tʰ|n|q|qʰ|ɴ|kʰ|k|m|ɲ|t|ŋ|t']	-strid -cont	0.0003	121	412	3630	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [t|s]	-syll -cg,+anterior,-sg	0.0003	297	6703	1355	0.0
[r|l|ʎ] [p|pʰ]	-nasal,+coronal +labial,-cg	0.0003	65	978	445	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [k'|kʰ|k|x]	-syll +high,-son	0.0003	240	6703	892	0.0
[w|k'|kʰ|k|x|j] [t|t']	+high,-syll -cont,+coronal,-sg	0.0003	123	1538	1022	0.0
[w|ʎ|r|l|j] [k|q]	-nasal -cg,+dorsal,-sg	0.0003	98	1624	615	0.0
[ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h] [t|tʰ|s]	-syll -cg,+anterior	0.0003	302	6703	1415	0.0
[s|tʰ|n|r|t|l|t'] [ʃʰ|h]	+anterior +sg,+cont	0.0003	74	2613	218	0.0
[s|ʃ] [p'|q'|p|pʰ|k'|tʰ|q|qʰ|kʰ|k|t|t']	-cg,+strid,-sg -cont,-son	0.0003	144	783	2758	0.0
[s|ʃ] [q'|k'|k|q]	-cg,+strid,-sg +dorsal,-sg	0.0003	83	783	919	0.0
[w|k'|kʰ|k|x|j] [r|l|ʎ]	+high,-syll -nasal,+coronal	0.0003	120	1538	978	0.0
[p|s|q|k|ʃ|t] [ʃʰ|h]	-cg,-sg +sg,+cont	0.0003	74	2626	218	0.0
[r|l|s] [p|s|q|k|ʃ|t]	+anterior,+cont -cg,-sg	0.0003	160	1027	2626	0.0
[s] [ʃ'|w|ʃ|r|ŋ|qʰ|tʰ|n|x|ʃʰ|t'|j|pʰ|k'|ʎ|q|kʰ|ɲ|l|p'|q'|p|s|ɴ|k|m|t|h]	+anterior,+strid -syll	0.0003	174	476	6703	0.0
[x] [p|pʰ|tʰ|q|kʰ|k|t|qʰ]	+high,-strid -cg,-cont	0.0003	75	268	2212	0.0
[ʎ|n|ɲ|r|l] [t|tʰ|s]	+son,+coronal -cg,+anterior	0.0003	141	1482	1415	0.0
[r|l|ʎ] [p'|p|pʰ]	-nasal,+coronal +labial,-son	0.0003	71	978	544	0.0
[w|k'|kʰ|k|x|j] [p'|q'|p|s|ʃ'|k'|q|k|ʃ|t|t']	+high,-syll -sg	0.0003	221	1538	3352	0.0
