ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q'	406.57	5	78	160	0.06
ŋ kʰ	66.08	2	45	273	0.498
ʃ pʰ	47.41	5	637	168	0.06
ɲ tʃʰ	44.91	5	926	122	0.06
j t'	7.35	5	2491	277	0.06
ʎ k'	6.19	3	1482	199	0.247
j tʃʰ	6.01	3	2491	122	0.247
w tʃ'	5.46	4	2110	282	0.122
l k'	4.43	1	230	199	1.0
ʃ tʃʰ	2.61	1	637	122	1.0
n tʰ	2.21	2	5255	70	0.498
x m	2.02	8	2192	2936	0.007
ʃ q	2.0	3	637	1431	0.247
w k'	1.93	2	2110	199	0.498
x l	1.61	2	2192	230	0.498
s m	1.36	7	2492	2936	0.014
x tʰ	1.32	1	2192	70	1.0
l k	1.16	2	230	3050	0.498
ʎ tʃʰ	1.12	1	1482	122	1.0
w q	1.08	4	2110	1431	0.122
n s	0.99	8	5255	2492	0.007
s ɲ	0.79	3	2492	926	0.247
s w	0.62	4	2492	2110	0.122
l q	0.62	1	230	1431	1.0
ʎ w	0.58	3	1482	2110	0.247
j pʰ	0.48	1	2491	168	1.0
ʎ tʃ	0.43	3	1482	2894	0.247
r tʃ	0.4	4	2781	2894	0.122
j l	0.35	1	2491	230	1.0
w r	0.31	3	2110	2781	0.247
j kʰ	0.3	1	2491	273	1.0
h w	0.12	1	800	2110	1.0
ʃ r	0.11	1	637	2781	1.0
w t	0.11	2	2110	3567	0.498
j ɲ	0.09	1	2491	926	1.0
s ʎ	0.05	1	2492	1482	1.0
w j	0.04	1	2110	2491	1.0
w tʃ	0.03	1	2110	2894	1.0
w k	0.03	1	2110	3050	1.0
j p	0.02	1	2491	3499	1.0
s n	0.02	1	2492	5255	1.0
r n	0.01	1	2781	5255	1.0
