ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
rn ty	15.6	5	189	269	0.054
n ng	9.01	4	160	352	0.115
rn ng	7.63	4	189	352	0.115
t l	2.53	1	54	232	1.0
ny p	1.88	2	164	411	0.493
t k	1.49	1	54	394	1.0
n ny	1.21	1	160	164	1.0
ty k	1.2	2	269	394	0.493
t m	0.99	1	54	594	1.0
rr ty	0.69	2	685	269	0.493
ny ng	0.55	1	164	352	1.0
rr y	0.48	2	685	389	0.493
rr p	0.45	2	685	411	0.493
rl p	0.38	1	204	411	1.0
rt ty	0.37	1	317	269	1.0
l k	0.35	1	232	394	1.0
l p	0.33	1	232	411	1.0
rr ny	0.28	1	685	164	1.0
rt k	0.25	1	317	394	1.0
rt p	0.24	1	317	411	1.0
y k	0.21	1	389	394	1.0
