ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
t ʃh	55.46	46	886	46	0.0
tsh w	36.4	78	330	541	0.0
ts w	9.75	60	729	541	0.0
kx w	6.73	36	380	541	0.0
k w	6.51	62	1166	541	0.0
t ʃ	6.17	16	886	50	0.0
tɬ w	4.76	31	399	541	0.0
x w	4.17	49	1136	541	0.0
l w	2.18	55	2737	541	0.0
s w	1.55	32	1301	541	0.0
r w	1.41	25	876	541	0.0
th w	0.57	10	344	541	0.002
t w	0.5	15	886	541	0.0
tɬh w	0.41	10	481	541	0.002
ɬ w	0.39	1	5	541	1.0
dʒ w	0.26	3	69	541	0.249
n w	0.18	9	876	541	0.004
ʃ w	0.04	1	50	541	1.0
kh w	0.03	1	76	541	1.0
d w	0.0	1	520	541	1.0
h w	0.0	1	574	541	1.0
n tɬh	0.0	1	876	481	1.0
n t	0.0	1	876	886	1.0
s t	0.0	1	1301	886	1.0
