ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ŋ ɡ	4.85	100	205	484	0.0
ɲ ɟ	3.65	59	144	319	0.0
m b	2.82	83	277	425	0.0
n d	1.7	45	333	172	0.0
r ɡ	0.38	28	206	484	0.0
l ŋ	0.16	16	383	205	0.0
l b	0.13	21	383	425	0.0
y ŋ	0.09	9	201	205	0.004
ɽ b	0.09	12	173	425	0.0
r b	0.08	12	206	425	0.0
l m	0.07	12	383	277	0.0
r ŋ	0.06	7	206	205	0.015
y ɡ	0.05	10	201	484	0.002
ɽ m	0.05	7	173	277	0.015
y b	0.05	9	201	425	0.004
y m	0.04	7	201	277	0.015
l ɡ	0.04	12	383	484	0.0
r m	0.03	6	206	277	0.031
r ɟ	0.03	6	206	319	0.031
r ɲ	0.03	4	206	144	0.124
ɽ w	0.01	3	173	167	0.249
l ɲ	0.01	4	383	144	0.124
l ɟ	0.01	5	383	319	0.062
l w	0.01	3	383	167	0.249
r w	0.01	2	206	167	0.5
ɽ ɡ	0.01	3	173	484	0.249
ɽ ɟ	0.0	2	173	319	0.5
l n	0.0	3	383	333	0.249
n ŋ	0.0	2	333	205	0.5
ɲ d	0.0	1	144	172	1.0
ɽ ɲ	0.0	1	173	144	1.0
ɽ ŋ	0.0	1	173	205	1.0
ɟ d	0.0	1	319	172	1.0
ɽ n	0.0	1	173	333	1.0
ɲ b	0.0	1	144	425	1.0
y ɟ	0.0	1	201	319	1.0
l d	0.0	1	383	172	1.0
ɲ ɡ	0.0	1	144	484	1.0
n m	0.0	1	333	277	1.0
m ɡ	0.0	1	277	484	1.0
