ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɕ cɕ	0.97	3213	7059	17704	0.0
f ʂ	0.96	4810	14460	19465	0.0
s t	0.78	7893	25865	36232	0.0
p ʂ	0.58	5500	31656	19465	0.0
ɖ ʐ	0.49	320	320	7688	0.0
s k	0.26	4549	25865	35755	0.0
cɕ j	0.22	3525	17704	37310	0.0
ɟʑ j	0.19	1145	2119	37310	0.0
ɟ ʑ	0.18	24	24	1598	0.0
v j	0.16	4198	35401	37310	0.0
ʈʂ n	0.14	2213	10797	37354	0.0
ɟʑ ɟ	0.13	24	2119	24	0.0
m j	0.11	2551	18989	37310	0.0
d z	0.11	1771	18321	18942	0.0
t r	0.11	3652	36232	40747	0.0
ʐ ɖ	0.11	149	7688	320	0.0
ʂ ʈʂ	0.1	1333	19465	10797	0.0
s p	0.1	2583	25865	31656	0.0
z m	0.08	1614	18942	18989	0.0
g r	0.08	1864	11885	40747	0.0
ɕ j	0.07	1293	7059	37310	0.0
b j	0.07	1602	11669	37310	0.0
p r	0.06	2658	31656	40747	0.0
n t	0.06	2678	37354	36232	0.0
ts j	0.06	1924	20739	37310	0.0
k r	0.05	2590	35755	40747	0.0
t f	0.05	1544	36232	14460	0.0
ʑ v	0.05	504	1598	35401	0.0
p j	0.05	2160	31656	37310	0.0
g w	0.04	654	11885	10014	0.0
ʑ j	0.04	448	1598	37310	0.0
b r	0.04	1240	11669	40747	0.0
z g	0.03	812	18942	11885	0.0
ɕ l	0.03	682	7059	22849	0.0
d r	0.03	1456	18321	40747	0.0
t k	0.03	1876	36232	35755	0.0
t ʂ	0.03	1340	36232	19465	0.0
s w	0.03	791	25865	10014	0.0
p l	0.02	1200	31656	22849	0.0
p w	0.02	786	31656	10014	0.0
k l	0.02	1234	35755	22849	0.0
b l	0.02	663	11669	22849	0.0
d w	0.02	547	18321	10014	0.0
ɕ ɲ	0.02	542	7059	25683	0.0
z b	0.02	598	18942	11669	0.0
b ʐ	0.02	378	11669	7688	0.0
g ʐ	0.02	380	11885	7688	0.0
ʈʂ ɲ	0.02	657	10797	25683	0.0
z d	0.02	732	18942	18321	0.0
l n	0.02	1134	22849	37354	0.0
ʑ ɟʑ	0.02	71	1598	2119	0.0
g l	0.02	602	11885	22849	0.0
n k	0.02	1314	37354	35755	0.0
r s	0.02	1163	40747	25865	0.0
k w	0.01	671	35755	10014	0.0
ʈʂ k	0.01	696	10797	35755	0.0
d ɲ	0.01	766	18321	25683	0.0
f k	0.01	799	14460	35755	0.0
w ʂ	0.01	468	10014	19465	0.0
b w	0.01	359	11669	10014	0.0
n d	0.01	846	37354	18321	0.0
r k	0.01	1205	40747	35755	0.0
k t	0.01	1133	35755	36232	0.0
f s	0.01	570	14460	25865	0.0
ʈʂ ʈ	0.01	9	10797	9	0.004
d v	0.01	730	18321	35401	0.0
g j	0.01	600	11885	37310	0.0
r m	0.01	791	40747	18989	0.0
r t	0.01	1078	40747	36232	0.0
k f	0.01	637	35755	14460	0.0
ʑ ɲ	0.01	179	1598	25683	0.0
d n	0.01	722	18321	37354	0.0
n s	0.01	851	37354	25865	0.0
v ɲ	0.01	818	35401	25683	0.0
g n	0.01	566	11885	37354	0.0
j n	0.01	1000	37310	37354	0.0
ʐ ɲ	0.01	376	7688	25683	0.0
x w	0.01	215	6687	10014	0.0
d l	0.01	536	18321	22849	0.0
k ʂ	0.01	680	35755	19465	0.0
l ɲ	0.01	622	22849	25683	0.0
m p	0.01	625	18989	31656	0.0
g ɲ	0.01	433	11885	25683	0.0
k s	0.01	746	35755	25865	0.0
ɕ m	0.01	284	7059	18989	0.0
z n	0.01	650	18942	37354	0.0
t ɲ	0.01	734	36232	25683	0.0
r ɲ	0.01	756	40747	25683	0.0
z w	0.01	321	18942	10014	0.0
z v	0.01	597	18942	35401	0.0
d m	0.01	426	18321	18989	0.0
x l	0.01	282	6687	22849	0.0
w k	0.01	423	10014	35755	0.0
d j	0.01	583	18321	37310	0.0
f j	0.01	512	14460	37310	0.0
m b	0.01	322	18989	11669	0.0
s m	0.01	479	25865	18989	0.0
ʈ ʂ	0.01	9	9	19465	0.004
s x	0.01	281	25865	6687	0.0
ʂ k	0.01	555	19465	35755	0.0
x r	0.01	345	6687	40747	0.0
n ts	0.0	573	37354	20739	0.0
r g	0.0	452	40747	11885	0.0
t p	0.0	678	36232	31656	0.0
ɟʑ v	0.0	170	2119	35401	0.0
p s	0.0	561	31656	25865	0.0
r j	0.0	762	40747	37310	0.0
t w	0.0	372	36232	10014	0.0
v n	0.0	694	35401	37354	0.0
x ɲ	0.0	242	6687	25683	0.0
d g	0.0	272	18321	11885	0.0
r d	0.0	495	40747	18321	0.0
ts k	0.0	489	20739	35755	0.0
f ʈʂ	0.0	221	14460	10797	0.0
ts t	0.0	483	20739	36232	0.0
d ʐ	0.0	206	18321	7688	0.0
ʂ t	0.0	459	19465	36232	0.0
x v	0.0	261	6687	35401	0.0
f r	0.0	408	14460	40747	0.0
f l	0.0	305	14460	22849	0.0
r ʈʂ	0.0	343	40747	10797	0.0
