ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
t sh	11.82	330	2345	330	0.0
t s	9.37	729	2345	2031	0.0
d ʒ	9.3	69	589	73	0.0
k x	5.16	380	1546	1520	0.0
ŋ w	2.82	45	103	586	0.0
sh w	2.64	78	330	586	0.0
t ʃh	1.4	46	2345	54	0.0
x w	0.68	85	1520	586	0.0
s w	0.6	92	2031	586	0.0
k w	0.36	62	1546	586	0.0
ɸ ʃ	0.24	9	463	62	0.004
l w	0.16	55	2740	586	0.0
t ʃ	0.15	16	2345	62	0.0
t w	0.13	46	2345	586	0.0
p ʃh	0.12	8	820	54	0.008
r w	0.1	25	877	586	0.0
th w	0.07	20	825	586	0.0
ʒ w	0.02	3	73	586	0.25
b ʒ	0.02	4	1212	73	0.125
p ʃ	0.01	3	820	62	0.25
n w	0.01	9	874	586	0.004
ʃ w	0.0	1	62	586	1.0
kh w	0.0	1	76	586	1.0
h w	0.0	1	131	586	1.0
d w	0.0	1	589	586	1.0
s t	0.0	1	2031	2345	1.0
