ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
x tʃ	0.89	16	102	159	0.0
ʃ kʰ	0.85	3	13	46	0.249
ŋ kʰ	0.82	2	6	46	0.499
x t	0.77	16	102	185	0.0
ɴ qʰ	0.64	3	13	61	0.249
ɴ q'	0.59	3	13	66	0.249
m p	0.53	23	242	234	0.0
j k	0.33	15	180	212	0.0
s k	0.31	18	275	212	0.0
r k	0.26	16	262	212	0.0
ʎ p	0.26	13	157	234	0.0
n t'	0.26	6	130	61	0.031
r p	0.24	16	262	234	0.0
x ʎ	0.23	8	102	157	0.008
x r	0.21	10	102	262	0.002
ɲ tʃ'	0.18	4	70	70	0.124
j n	0.15	8	180	130	0.008
j k'	0.15	6	180	74	0.031
s p	0.15	13	275	234	0.0
l t	0.15	7	103	185	0.015
s q	0.14	10	275	144	0.002
ʎ q	0.12	7	157	144	0.015
ʃ q	0.12	2	13	144	0.499
r q'	0.12	6	262	66	0.031
s q'	0.11	6	275	66	0.031
ʃ tʃʰ	0.11	1	13	39	1.0
j t	0.11	8	180	185	0.008
s k'	0.1	6	275	74	0.031
x w	0.1	6	102	201	0.031
ʃ pʰ	0.1	1	13	44	1.0
j ʎ	0.1	7	180	157	0.015
r q	0.1	8	262	144	0.008
s t	0.09	9	275	185	0.004
ʃ w	0.09	2	13	201	0.499
ɲ tʃʰ	0.08	2	70	39	0.499
m p'	0.08	3	242	27	0.249
j w	0.08	7	180	201	0.015
r kʰ	0.08	4	262	46	0.124
x s	0.07	6	102	275	0.031
x tʃ'	0.07	3	102	70	0.249
j m	0.06	7	180	242	0.015
n tʰ	0.06	2	130	29	0.499
j r	0.06	7	180	262	0.015
ʎ p'	0.05	2	157	27	0.499
m pʰ	0.05	3	242	44	0.249
r m	0.04	7	262	242	0.015
w p	0.04	6	201	234	0.031
n r	0.04	5	130	262	0.062
n s	0.04	5	130	275	0.062
x n	0.04	3	102	130	0.249
x m	0.04	4	102	242	0.124
x t'	0.04	2	102	61	0.499
s p'	0.03	2	275	27	0.499
s t'	0.03	3	275	61	0.249
x j	0.03	3	102	180	0.249
r w	0.03	5	262	201	0.062
w s	0.03	5	201	275	0.062
ʎ m	0.02	4	157	242	0.124
x p	0.02	3	102	234	0.249
j t'	0.02	2	180	61	0.499
l m	0.02	3	103	242	0.249
j q	0.02	3	180	144	0.249
ʎ k'	0.02	2	157	74	0.499
x tʰ	0.02	1	102	29	1.0
j q'	0.02	2	180	66	0.499
j tʃ'	0.02	2	180	70	0.499
ʃ r	0.02	1	13	262	1.0
ʎ k	0.02	3	157	212	0.249
w k'	0.02	2	201	74	0.499
r qʰ	0.01	2	262	61	0.499
r k'	0.01	2	262	74	0.499
r t	0.01	3	262	185	0.249
l k	0.01	2	103	212	0.499
ʎ tʃʰ	0.01	1	157	39	1.0
ʎ tʃ	0.01	2	157	159	0.499
j tʃʰ	0.01	1	180	39	1.0
j tʃ	0.01	2	180	159	0.499
w q	0.01	2	201	144	0.499
s m	0.01	3	275	242	0.249
l k'	0.01	1	103	74	1.0
j pʰ	0.01	1	180	44	1.0
j kʰ	0.01	1	180	46	1.0
x l	0.01	1	102	103	1.0
ʎ tʃ'	0.01	1	157	70	1.0
j s	0.0	2	180	275	0.499
j ɲ	0.0	1	180	70	1.0
w tʃ'	0.0	1	201	70	1.0
l q	0.0	1	103	144	1.0
j l	0.0	1	180	103	1.0
s ɲ	0.0	1	275	70	1.0
h w	0.0	1	96	201	1.0
l w	0.0	1	103	201	1.0
r l	0.0	1	262	103	1.0
ʎ w	0.0	1	157	201	1.0
w tʃ	0.0	1	201	159	1.0
r n	0.0	1	262	130	1.0
s n	0.0	1	275	130	1.0
w j	0.0	1	201	180	1.0
w t	0.0	1	201	185	1.0
r tʃ	0.0	1	262	159	1.0
j p	0.0	1	180	234	1.0
w k	0.0	1	201	212	1.0
s ʎ	0.0	1	275	157	1.0
w r	0.0	1	201	262	1.0
s w	0.0	1	275	201	1.0
m s	0.0	1	242	275	1.0
