ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
r p	3.33	14	49	204	0.0
r k	3.31	13	49	177	0.0
n k	2.35	14	80	177	0.0
m p	2.11	20	158	204	0.0
rn k	1.3	10	74	177	0.002
rr w	1.23	12	139	143	0.0
t p	0.88	6	34	204	0.03
n p	0.84	9	80	204	0.003
rr k	0.84	11	139	177	0.001
n ty	0.51	5	80	105	0.06
rn p	0.28	5	74	204	0.06
l y	0.13	2	52	101	0.498
rn ng	0.1	2	74	89	0.498
t l	0.1	1	34	52	1.0
ty p	0.07	3	105	204	0.247
rn m	0.06	2	74	158	0.498
t ty	0.05	1	34	105	1.0
ty k	0.04	2	105	177	0.498
n ny	0.04	1	80	60	1.0
ny ng	0.03	1	60	89	1.0
rr m	0.03	2	139	158	0.498
n ng	0.02	1	80	89	1.0
rl p	0.02	1	35	204	1.0
ny k	0.02	1	60	177	1.0
y k	0.01	1	101	177	1.0
