ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q'	121.01	5	78	160	0.061
ŋ kʰ	19.67	2	45	273	0.499
ʃ pʰ	14.11	5	637	168	0.061
ɲ tʃʰ	13.37	5	926	122	0.061
j t'	2.18	5	2501	277	0.061
ʎ k'	1.82	3	1500	199	0.248
j tʃʰ	1.78	3	2501	122	0.248
ʎ m	1.65	11	1500	2956	0.001
w tʃ'	1.62	4	2110	282	0.123
r t	1.34	15	2812	3594	0.0
l k'	1.32	1	230	199	1.0
n r	1.04	16	5283	2812	0.0
s t	0.96	12	2513	3594	0.0
j tʃ	0.83	10	2501	2904	0.002
ʃ tʃʰ	0.78	1	637	122	1.0
x n	0.75	12	2204	5283	0.0
m s	0.66	9	2956	2513	0.004
n tʰ	0.65	2	5283	70	0.499
ʎ k	0.65	7	1500	3057	0.015
ʃ q	0.6	3	637	1431	0.248
x m	0.59	8	2204	2956	0.007
w k'	0.58	2	2110	199	0.499
x l	0.48	2	2204	230	0.499
s m	0.4	7	2513	2956	0.015
x tʰ	0.39	1	2204	70	1.0
l k	0.34	2	230	3057	0.499
ʎ tʃʰ	0.33	1	1500	122	1.0
w q	0.32	4	2110	1431	0.123
n s	0.29	8	5283	2513	0.007
s ɲ	0.23	3	2513	926	0.248
l q	0.18	1	230	1431	1.0
s w	0.18	4	2513	2110	0.123
ʎ w	0.17	3	1500	2110	0.248
j pʰ	0.14	1	2501	168	1.0
ʎ tʃ	0.12	3	1500	2904	0.248
r tʃ	0.12	4	2812	2904	0.123
j l	0.11	1	2501	230	1.0
w r	0.09	3	2110	2812	0.248
j kʰ	0.09	1	2501	273	1.0
h w	0.04	1	800	2110	1.0
ʃ r	0.03	1	637	2812	1.0
w t	0.03	2	2110	3594	0.499
j ɲ	0.03	1	2501	926	1.0
s ʎ	0.02	1	2513	1500	1.0
w j	0.01	1	2110	2501	1.0
w tʃ	0.01	1	2110	2904	1.0
w k	0.01	1	2110	3057	1.0
j p	0.01	1	2501	3499	1.0
s n	0.0	1	2513	5283	1.0
r n	0.0	1	2812	5283	1.0
