ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q'	649.35	5	78	160	0.059
ŋ kʰ	105.54	2	45	273	0.497
ʃ pʰ	75.73	5	637	168	0.059
ɲ tʃʰ	71.73	5	926	122	0.059
j t'	11.74	5	2491	277	0.059
ʎ k'	9.89	3	1482	199	0.246
j tʃʰ	9.6	3	2491	122	0.246
w tʃ'	8.72	4	2110	282	0.121
l k'	7.08	1	230	199	1.0
ʃ tʃʰ	4.17	1	637	122	1.0
n tʰ	3.53	2	5247	70	0.497
ʃ q	3.2	3	637	1431	0.246
w k'	3.09	2	2110	199	0.497
x l	2.58	2	2184	230	0.497
x tʰ	2.12	1	2184	70	1.0
l k	1.85	2	230	3050	0.497
ʎ tʃʰ	1.79	1	1482	122	1.0
w q	1.72	4	2110	1431	0.121
s ɲ	1.27	3	2477	926	0.246
s w	0.99	4	2477	2110	0.121
l q	0.98	1	230	1431	1.0
ʎ w	0.93	3	1482	2110	0.246
j pʰ	0.77	1	2491	168	1.0
ʎ tʃ	0.68	3	1482	2894	0.246
r tʃ	0.64	4	2781	2894	0.121
j l	0.57	1	2491	230	1.0
w r	0.5	3	2110	2781	0.246
j kʰ	0.48	1	2491	273	1.0
h w	0.19	1	800	2110	1.0
ʃ r	0.18	1	637	2781	1.0
w t	0.17	2	2110	3567	0.497
j ɲ	0.14	1	2491	926	1.0
s ʎ	0.09	1	2477	1482	1.0
w j	0.06	1	2110	2491	1.0
w tʃ	0.05	1	2110	2894	1.0
w k	0.05	1	2110	3050	1.0
j p	0.04	1	2491	3499	1.0
s n	0.02	1	2477	5247	1.0
r n	0.02	1	2781	5247	1.0
