segs	ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
[b|v] [j|w|ɥ]	+labial,+voice +high,-syllabic	0.0044	9734	43941	41832	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	+consonantal -nasal,-syllabic	0.0042	109493	501340	485162	0.0
[v] [j|w|ɥ]	+continuant,+labial,+voice +high,-syllabic	0.004	7311	27122	41832	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	+consonantal,-nasal -nasal,-syllabic	0.004	99744	443330	485162	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [j|w|ɥ]	+consonantal +high,-syllabic	0.0038	30591	501340	41832	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [j|l|w|ɥ|ʁ]	-sonorant +continuant,+sonorant,-syllabic	0.0038	48794	315850	169312	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [j|l|w|ɥ|ʁ]	+consonantal +continuant,+sonorant,-syllabic	0.0037	60684	501340	169312	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	-nasal,-syllabic -nasal,-syllabic	0.0037	100161	485162	485162	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [j|l|w|ɥ|ʁ]	+consonantal,-nasal +continuant,+sonorant,-syllabic	0.0036	56488	443330	169312	0.0
[v] [w]	+continuant,+labial,+voice +back,+dorsal	0.0036	5172	27122	23274	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [j|w|ɥ]	-sonorant +high,-syllabic	0.0036	23525	315850	41832	0.0
[b|f|m|p|v] [j|w|ɥ]	+consonantal,+labial +high,-syllabic	0.0035	14726	127403	41832	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [j|w|ɥ]	+consonantal,-nasal +high,-syllabic	0.0035	27429	443330	41832	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	+consonantal +sonorant,-syllabic	0.0034	67590	501340	227322	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ]	+consonantal +continuant,-syllabic	0.0034	76826	501340	295462	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [j|l|w|ɥ|ʁ]	-nasal,-syllabic +continuant,+sonorant,-syllabic	0.0033	56565	485162	169312	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	+consonantal,-nasal +sonorant,-syllabic	0.0033	62635	443330	227322	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ]	+consonantal,-nasal +continuant,-syllabic	0.0032	70007	443330	295462	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [j|w|ɥ]	-nasal,-syllabic +high,-syllabic	0.0032	27434	485162	41832	0.0
[v|z|ʒ] [j|w|ɥ]	+continuant,+voice +high,-syllabic	0.0032	8301	44601	41832	0.0
[b|f|p|v] [j|w|ɥ]	+labial,-sonorant +high,-syllabic	0.0032	11974	92835	41832	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	-sonorant +sonorant,-syllabic	0.0031	51326	315850	227322	0.0
[v] [w|ɥ]	+continuant,+labial,+voice +high,+labial	0.0031	5172	27122	27052	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	-nasal,-syllabic +sonorant,-syllabic	0.0031	62753	485162	227322	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ]	-nasal,-syllabic +continuant,-syllabic	0.0029	70168	485162	295462	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	-sonorant -nasal,-syllabic	0.0029	71904	315850	485162	0.0
[f|v] [j|w|ɥ]	+continuant,+labial,-sonorant +high,-syllabic	0.0029	7616	41210	41832	0.0
[b|d|g|k|p|t] [j|l|w|ɥ|ʁ]	-continuant,-sonorant +continuant,+sonorant,-syllabic	0.0028	32582	189700	169312	0.0
[v|z|ʒ] [w]	+continuant,+voice +back,+dorsal	0.0028	5852	44601	23274	0.0
[b|d|g|v|z|ʒ] [j|w|ɥ]	+voice +high,-syllabic	0.0028	11521	97052	41832	0.0
[b|d|g|k|m|n|p|t|ŋ|ɲ] [j|l|w|ɥ|ʁ]	-continuant +continuant,+sonorant,-syllabic	0.0028	36778	247710	169312	0.0
[b|f|p|v] [j|l|w|ɥ|ʁ]	+labial,-sonorant +continuant,+sonorant,-syllabic	0.0028	22486	92835	169312	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ]	-sonorant +continuant,-syllabic	0.0027	54546	315850	295462	0.0
[b|v] [w]	+labial,+voice +back,+dorsal	0.0027	5644	43941	23274	0.0
[b|f|m|p|v] [j|l|w|ɥ|ʁ]	+consonantal,+labial +continuant,+sonorant,-syllabic	0.0027	25821	127403	169312	0.0
[f|v] [w]	+continuant,+labial,-sonorant +back,+dorsal	0.0026	5437	41210	23274	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [g|k|w|ʁ]	-sonorant +dorsal,-nasal	0.0026	34647	315850	125993	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [w|ʁ]	-sonorant +continuant,+dorsal	0.0026	27620	315850	80121	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [w|ŋ|ʁ]	-sonorant +dorsal,+sonorant	0.0026	27620	315850	80197	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ]	+consonantal +consonantal	0.0025	85808	501340	501340	0.0
[v|z|ʒ] [w|ɥ]	+continuant,+voice +high,+labial	0.0025	5879	44601	27052	0.0
[b|f|p|v|w|ɥ] [j|w|ɥ]	+labial,-nasal +high,-syllabic	0.0025	11974	119887	41832	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [w|ɥ]	+consonantal +high,+labial	0.0024	19611	501340	27052	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ]	+consonantal +consonantal,-nasal	0.0024	78902	501340	443330	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ]	+consonantal,-nasal +consonantal	0.0024	78462	443330	501340	0.0
[b|d|g|k|m|n|p|t|ŋ|ɲ] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	-continuant +sonorant,-syllabic	0.0023	39117	247710	227322	0.0
[f|s|v|z|ʃ|ʒ] [j|w|ɥ]	+continuant,-sonorant +high,-syllabic	0.0023	11959	126150	41832	0.0
[b|d|g|k|p|t] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	-continuant,-sonorant +sonorant,-syllabic	0.0023	34162	189700	227322	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [g|k|w|ʁ]	+consonantal +dorsal,-nasal	0.0023	41335	501340	125993	0.0
[b|v] [w|ɥ]	+labial,+voice +high,+labial	0.0023	5649	43941	27052	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [g|k|w|ʁ]	+consonantal,-nasal +dorsal,-nasal	0.0023	38675	443330	125993	0.0
[f|v] [w|ɥ]	+continuant,+labial,-sonorant +high,+labial	0.0023	5455	41210	27052	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ]	+consonantal,-nasal +consonantal,-nasal	0.0023	72315	443330	443330	0.0
[b|d|g|k|m|n|p|t|ŋ|ɲ] [f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ]	-continuant +continuant,-syllabic	0.0022	43668	247710	295462	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [w|ɥ]	+consonantal,-nasal +high,+labial	0.0022	17579	443330	27052	0.0
[f|l|s|v|z|ʁ|ʃ|ʒ] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	+consonantal,+continuant -nasal,-syllabic	0.0022	56304	253630	485162	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [j|ʁ]	-sonorant +continuant,-lateral	0.0022	24115	315850	71627	0.0
[b|v] [j]	+labial,+voice +high,-lateral	0.0022	4085	43941	14780	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ]	-nasal,-syllabic +consonantal	0.0022	78915	485162	501340	0.0
[b|f|p|v|w|ɥ] [j|l|w|ɥ|ʁ]	+labial,-nasal +continuant,+sonorant,-syllabic	0.0021	22486	119887	169312	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [w|ʁ]	+consonantal +continuant,+dorsal	0.0021	31548	501340	80121	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [w|ŋ|ʁ]	+consonantal +dorsal,+sonorant	0.0021	31548	501340	80197	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [w|ɥ]	-sonorant +high,+labial	0.0021	14498	315850	27052	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ]	-nasal,-syllabic +consonantal,-nasal	0.0021	72727	485162	443330	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [g|k|w|ʁ]	-nasal,-syllabic +dorsal,-nasal	0.0021	38737	485162	125993	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [w|ʁ]	+consonantal,-nasal +continuant,+dorsal	0.0021	29463	443330	80121	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [w|ŋ|ʁ]	+consonantal,-nasal +dorsal,+sonorant	0.0021	29463	443330	80197	0.0
[b|f|p|v] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	+labial,-sonorant +sonorant,-syllabic	0.0021	22633	92835	227322	0.0
[b|d|g|k|p|t] [f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ]	-continuant,-sonorant +continuant,-syllabic	0.0021	36849	189700	295462	0.0
[b|v] [j|l|w|ɥ|ʁ]	+labial,+voice +continuant,+sonorant,-syllabic	0.0021	13418	43941	169312	0.0
[b|f|m|p|v] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	+consonantal,+labial +sonorant,-syllabic	0.0021	26454	127403	227322	0.0
[b|d|g|v|z|ʒ] [j|l|w|ɥ|ʁ]	+voice +continuant,+sonorant,-syllabic	0.002	19812	97052	169312	0.0
[f|l|s|v|z|ʁ|ʃ|ʒ] [j|w|ɥ]	+consonantal,+continuant +high,-syllabic	0.002	15863	253630	41832	0.0
[b|d|g|k|p|t] [j|ʁ]	-continuant,-sonorant +continuant,-lateral	0.002	17912	189700	71627	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [w|ɥ]	-nasal,-syllabic +high,+labial	0.002	17584	485162	27052	0.0
[b|d|g|k|m|n|p|t|ŋ|ɲ] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	-continuant -nasal,-syllabic	0.002	53189	247710	485162	0.0
[b|d|g|k|p|t] [w|ʁ]	-continuant,-sonorant +continuant,+dorsal	0.002	18894	189700	80121	0.0
[b|d|g|k|p|t] [w|ŋ|ʁ]	-continuant,-sonorant +dorsal,+sonorant	0.002	18894	189700	80197	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [j|ɥ]	+consonantal -back,-syllabic	0.002	14732	501340	18558	0.0
[b|f|m|p|v] [w|ɥ]	+consonantal,+labial +high,+labial	0.002	8954	127403	27052	0.0
[b|f|m|p|v] [w]	+consonantal,+labial +back,+dorsal	0.002	8278	127403	23274	0.0
[k|p|t] [j|l|w|ɥ|ʁ]	-continuant,-voice +continuant,+sonorant,-syllabic	0.002	23083	137249	169312	0.0
[f|k|p|s|t|ʃ] [j|l|w|ɥ|ʁ]	-voice +continuant,+sonorant,-syllabic	0.0019	28982	218798	169312	0.0
[f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	+continuant,-syllabic -nasal,-syllabic	0.0019	56721	295462	485162	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [w|ʁ]	-nasal,-syllabic +continuant,+dorsal	0.0019	29480	485162	80121	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [w|ŋ|ʁ]	-nasal,-syllabic +dorsal,+sonorant	0.0019	29480	485162	80197	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [j|ɥ]	+consonantal,-nasal -back,-syllabic	0.0019	13513	443330	18558	0.0
[b|d|g|k|m|n|p|t|ŋ|ɲ] [w|ʁ]	-continuant +continuant,+dorsal	0.0019	20979	247710	80121	0.0
[b|d|g|k|m|n|p|t|ŋ|ɲ] [w|ŋ|ʁ]	-continuant +dorsal,+sonorant	0.0019	20979	247710	80197	0.0
[f|k|p|s|t|ʃ] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	-voice -nasal,-syllabic	0.0019	47977	218798	485162	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [w]	+consonantal +back,+dorsal	0.0018	15859	501340	23274	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [w]	-sonorant +back,+dorsal	0.0018	12532	315850	23274	0.0
[b|d|g|v|z|ʒ] [w]	+voice +back,+dorsal	0.0018	6937	97052	23274	0.0
[b|f|m|p|v] [f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ]	+consonantal,+labial +continuant,-syllabic	0.0018	28103	127403	295462	0.0
[b|d|g|k|m|n|p|t|ŋ|ɲ] [j|w|ɥ]	-continuant +high,-syllabic	0.0018	14728	247710	41832	0.0
[b|d|g|k|m|n|p|t|ŋ|ɲ] [j|ʁ]	-continuant +continuant,-lateral	0.0018	19184	247710	71627	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [j|ɥ]	-sonorant -back,-syllabic	0.0018	10993	315850	18558	0.0
[b|v] [j|ɥ]	+labial,+voice -back,-syllabic	0.0018	4090	43941	18558	0.0
[b|d|g|k|p|t] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	-continuant,-sonorant -nasal,-syllabic	0.0018	43440	189700	485162	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [j|n|ʁ]	-sonorant -lateral	0.0018	24737	315850	94582	0.0
[b|f|p|v] [w|ɥ]	+labial,-sonorant +high,+labial	0.0018	7160	92835	27052	0.0
[f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ] [j|w|ɥ]	+continuant,-syllabic +high,-syllabic	0.0017	15868	295462	41832	0.0
[f|v|w|ɥ] [j|w|ɥ]	+continuant,+labial +high,-syllabic	0.0017	7616	68262	41832	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [j|ʁ]	+consonantal,-nasal +continuant,-lateral	0.0017	25397	443330	71627	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [j|ɥ]	-nasal,-syllabic -back,-syllabic	0.0017	13513	485162	18558	0.0
[b|f|p|v] [w|ʁ]	+labial,-sonorant +continuant,+dorsal	0.0017	12189	92835	80121	0.0
[b|f|p|v] [w|ŋ|ʁ]	+labial,-sonorant +dorsal,+sonorant	0.0017	12189	92835	80197	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [j|ʁ]	+consonantal +continuant,-lateral	0.0017	26669	501340	71627	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [m|w|ɥ]	+consonantal +labial,+sonorant	0.0017	24669	501340	61620	0.0
[b|f|p|v] [w]	+labial,-sonorant +back,+dorsal	0.0017	6486	92835	23274	0.0
[b|f|m|p|v] [w|ʁ]	+consonantal,+labial +continuant,+dorsal	0.0017	14061	127403	80121	0.0
[b|f|m|p|v] [w|ŋ|ʁ]	+consonantal,+labial +dorsal,+sonorant	0.0017	14061	127403	80197	0.0
[b|d|g|v|z|ʒ] [w|ɥ]	+voice +high,+labial	0.0016	7104	97052	27052	0.0
[f|k|p|s|t|ʃ] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	-voice +sonorant,-syllabic	0.0016	30866	218798	227322	0.0
[b|f|p|v] [f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ]	+labial,-sonorant +continuant,-syllabic	0.0016	22882	92835	295462	0.0
[b|d|g|v|z|ʒ] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	+voice +sonorant,-syllabic	0.0016	20460	97052	227322	0.0
[k|p|t] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	-continuant,-voice +sonorant,-syllabic	0.0016	24328	137249	227322	0.0
[b|d|g|k|p|t] [j|n|ʁ]	-continuant,-sonorant -lateral	0.0016	18439	189700	94582	0.0
[b|f|p|v|w|ɥ] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	+labial,-nasal +sonorant,-syllabic	0.0016	22633	119887	227322	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [w]	+consonantal,-nasal +back,+dorsal	0.0016	13916	443330	23274	0.0
[b|v] [w|ʁ]	+labial,+voice +continuant,+dorsal	0.0016	8099	43941	80121	0.0
[b|v] [w|ŋ|ʁ]	+labial,+voice +dorsal,+sonorant	0.0016	8099	43941	80197	0.0
[f|v|w|ɥ] [w]	+continuant,+labial +back,+dorsal	0.0016	5437	68262	23274	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [j|ʁ]	-nasal,-syllabic +continuant,-lateral	0.0016	25409	485162	71627	0.0
[b|v] [j|l|m|n|w|ŋ|ɥ|ɲ|ʁ]	+labial,+voice +sonorant,-syllabic	0.0016	13522	43941	227322	0.0
[b|d|g|k|p|t] [l|ʁ]	-continuant,-sonorant +consonantal,+continuant,+sonorant,-syllabic	0.0016	21016	189700	127480	0.0
[d|l|n|s|t|z|ɲ|ʃ|ʒ] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	+coronal -nasal,-syllabic	0.0016	48965	271142	485162	0.0
[f|k|p|s|t|ʃ] [g|k|w|ʁ]	-voice +dorsal,-nasal	0.0016	22347	218798	125993	0.0
[k|p|t] [w|ʁ]	-continuant,-voice +continuant,+dorsal	0.0015	14092	137249	80121	0.0
[k|p|t] [w|ŋ|ʁ]	-continuant,-voice +dorsal,+sonorant	0.0015	14092	137249	80197	0.0
[v] [w|ʁ]	+continuant,+labial,+voice +continuant,+dorsal	0.0015	6253	27122	80121	0.0
[v] [w|ŋ|ʁ]	+continuant,+labial,+voice +dorsal,+sonorant	0.0015	6253	27122	80197	0.0
[b|d|g|v|z|ʒ] [w|ʁ]	+voice +continuant,+dorsal	0.0015	11822	97052	80121	0.0
[b|d|g|v|z|ʒ] [w|ŋ|ʁ]	+voice +dorsal,+sonorant	0.0015	11822	97052	80197	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [m|w|ɥ]	+consonantal,-nasal +labial,+sonorant	0.0015	22019	443330	61620	0.0
[b|f|m|p|v] [j]	+consonantal,+labial +high,-lateral	0.0015	5772	127403	14780	0.0
[b|f|m|p|v] [j|ɥ]	+consonantal,+labial -back,-syllabic	0.0015	6448	127403	18558	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [j|n|ʁ]	+consonantal,-nasal -lateral	0.0015	27104	443330	94582	0.0
[b|p] [j|l|w|ɥ|ʁ]	+labial,-continuant,-sonorant +continuant,+sonorant,-syllabic	0.0015	12367	51625	169312	0.0
[b|f|p|v] [j|ɥ]	+labial,-sonorant -back,-syllabic	0.0015	5488	92835	18558	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [j]	-sonorant +high,-lateral	0.0015	9027	315850	14780	0.0
[k|p|t] [f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ]	-continuant,-voice +continuant,-syllabic	0.0015	26513	137249	295462	0.0
[f|s|v|z|ʃ|ʒ] [w|ɥ]	+continuant,-sonorant +high,+labial	0.0015	7678	126150	27052	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [w]	-nasal,-syllabic +back,+dorsal	0.0015	13921	485162	23274	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [j|n|ʁ]	+consonantal -lateral	0.0015	28517	501340	94582	0.0
[g|k|ʁ] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	+consonantal,+dorsal,-nasal -nasal,-syllabic	0.0015	29183	102719	485162	0.0
[f|k|p|s|t|ʃ] [f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ]	-voice +continuant,-syllabic	0.0015	33061	218798	295462	0.0
[b|m|p] [j|l|w|ɥ|ʁ]	+labial,-continuant +continuant,+sonorant,-syllabic	0.0014	15702	86193	169312	0.0
[b|f|p|v] [j]	+labial,-sonorant +high,-lateral	0.0014	4814	92835	14780	0.0
[f|l|s|v|z|ʁ|ʃ|ʒ] [w|ɥ]	+consonantal,+continuant +high,+labial	0.0014	10759	253630	27052	0.0
[b|d|g|k|p|t] [j|w|ɥ]	-continuant,-sonorant +high,-syllabic	0.0014	11566	189700	41832	0.0
[b|d|g|k|m|n|p|t|ŋ|ɲ] [j|n|ʁ]	-continuant -lateral	0.0014	19852	247710	94582	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [f|l|s|v|z|ʁ|ʃ|ʒ]	+consonantal +consonantal,+continuant	0.0014	46235	501340	253630	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ]	-sonorant +consonantal,-nasal	0.0014	48379	315850	443330	0.0
[b|f|p|v] [j|ʁ]	+labial,-sonorant +continuant,-lateral	0.0014	10517	92835	71627	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [f|v|w|ɥ]	+consonantal +continuant,+labial	0.0014	23835	501340	68262	0.0
[b|d|g|k|p|t] [g|k|w|ʁ]	-continuant,-sonorant +dorsal,-nasal	0.0014	19912	189700	125993	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ]	-sonorant +consonantal	0.0014	50911	315850	501340	0.0
[b|d|g|k|m|n|p|t|ŋ|ɲ] [g|k|w|ʁ]	-continuant +dorsal,-nasal	0.0014	22572	247710	125993	0.0
[v] [m|w|ɥ]	+continuant,+labial,+voice +labial,+sonorant	0.0014	5219	27122	61620	0.0
[v] [j|l|w|ɥ|ʁ]	+continuant,+labial,+voice +continuant,+sonorant,-syllabic	0.0014	8651	27122	169312	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [m|w|ɥ]	-nasal,-syllabic +labial,+sonorant	0.0014	22058	485162	61620	0.0
[b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ] [j]	+consonantal +high,-lateral	0.0014	10980	501340	14780	0.0
[d|l|n|s|t|z] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	+anterior -nasal,-syllabic	0.0014	44288	249325	485162	0.0
[b|d|f|g|k|l|p|s|t|v|z|ʁ|ʃ|ʒ] [f|l|s|v|z|ʁ|ʃ|ʒ]	+consonantal,-nasal +consonantal,+continuant	0.0014	42578	443330	253630	0.0
[f|v|w|ɥ] [w|ɥ]	+continuant,+labial +high,+labial	0.0014	5455	68262	27052	0.0
[b|d|g|v|z|ʒ] [f|j|l|s|v|w|z|ɥ|ʁ|ʃ|ʒ]	+voice +continuant,-syllabic	0.0014	21485	97052	295462	0.0
[b|d|g|k|p|t] [ʁ]	-continuant,-sonorant +dorsal,-lateral	0.0014	13166	189700	56847	0.0
[b|d|g|k|p|t] [ŋ|ʁ]	-continuant,-sonorant +consonantal,+dorsal,+sonorant	0.0014	13166	189700	56923	0.0
[b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ] [j|n|ʁ]	-nasal,-syllabic -lateral	0.0014	27123	485162	94582	0.0
[f|l|s|v|z|ʁ|ʃ|ʒ] [b|d|f|g|k|l|m|n|p|s|t|v|z|ŋ|ɲ|ʁ|ʃ|ʒ]	+consonantal,+continuant +consonantal	0.0014	45008	253630	501340	0.0
[b|f|m|p|v] [b|d|f|g|j|k|l|p|s|t|v|w|z|ɥ|ʁ|ʃ|ʒ]	+consonantal,+labial -nasal,-syllabic	0.0014	31327	127403	485162	0.0
[b|d|f|g|k|p|s|t|v|z|ʃ|ʒ] [l|ʁ]	-sonorant +consonantal,+continuant,+sonorant,-syllabic	0.0014	25269	315850	127480	0.0
[b|f|p|v|w|ɥ] [w|ɥ]	+labial,-nasal +high,+labial	0.0014	7160	119887	27052	0.0
[f|s|v|z|ʃ|ʒ] [w]	+continuant,-sonorant +back,+dorsal	0.0014	6804	126150	23274	0.0
