ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ŋ ɡ	2.74	2870	7823	7560	0.0
t ʃ	1.02	4057	77936	4057	0.0
ŋ k	0.77	4191	7823	57385	0.0
n t	0.75	16499	91997	77936	0.0
n d	0.73	10499	91997	32299	0.0
m b	0.56	5551	60679	17873	0.0
s t	0.41	18312	205606	77936	0.0
s j	0.32	10377	205606	32168	0.0
m p	0.27	5525	60679	37002	0.0
t ɾ	0.22	11129	77936	142847	0.0
p ɾ	0.21	7553	37002	142847	0.0
ŋ x	0.2	762	7823	7396	0.0
p l	0.13	3305	37002	45625	0.0
m f	0.11	2355	60679	16382	0.0
k w	0.09	1216	57385	5564	0.0
n s	0.08	8855	91997	205606	0.0
s k	0.08	6811	205606	57385	0.0
s p	0.07	5090	205606	37002	0.0
ɡ w	0.06	359	7560	5564	0.0
ɣ w	0.05	470	14883	5564	0.0
ɾ j	0.05	3360	142847	32168	0.0
ð j	0.05	1579	33690	32168	0.0
t w	0.04	987	77936	5564	0.0
β l	0.04	1936	36807	45625	0.0
ɡ ɾ	0.04	1535	7560	142847	0.0
f l	0.04	1261	16382	45625	0.0
f ɾ	0.04	2116	16382	142847	0.0
β j	0.04	1498	36807	32168	0.0
k s	0.03	4547	57385	205606	0.0
k t	0.03	2783	57385	77936	0.0
ɾ t	0.03	4192	142847	77936	0.0
b ɾ	0.03	1971	17873	142847	0.0
ɣ ɾ	0.03	1712	14883	142847	0.0
ɾ ɣ	0.03	1684	142847	14883	0.0
ɣ j	0.03	794	14883	32168	0.0
β ɾ	0.03	2604	36807	142847	0.0
b j	0.02	844	17873	32168	0.0
ɡ n	0.02	923	7560	91997	0.0
k l	0.02	1672	57385	45625	0.0
l t	0.02	1915	45625	77936	0.0
k ɾ	0.02	2855	57385	142847	0.0
d j	0.02	1013	32299	32168	0.0
l β	0.02	1283	45625	36807	0.0
ɾ ð	0.02	2167	142847	33690	0.0
m j	0.02	1308	60679	32168	0.0
l ɣ	0.02	753	45625	14883	0.0
t j	0.01	1366	77936	32168	0.0
l j	0.01	954	45625	32168	0.0
l w	0.01	388	45625	5564	0.0
ɾ m	0.01	2160	142847	60679	0.0
ɾ β	0.01	1638	142847	36807	0.0
r j	0.01	291	5396	32168	0.0
s ɡ	0.01	844	205606	7560	0.0
x w	0.01	130	7396	5564	0.0
f j	0.01	452	16382	32168	0.0
p j	0.01	676	37002	32168	0.0
l d	0.01	750	45625	32299	0.0
b s	0.01	1145	17873	205606	0.0
b l	0.01	531	17873	45625	0.0
ɾ n	0.01	2024	142847	91997	0.0
s b	0.01	1050	205606	17873	0.0
ɾ k	0.0	1429	142847	57385	0.0
l p	0.0	644	45625	37002	0.0
s f	0.0	861	205606	16382	0.0
n j	0.0	805	91997	32168	0.0
ɣ l	0.0	385	14883	45625	0.0
ɡ l	0.0	263	7560	45625	0.0
ɾ s	0.0	2292	142847	205606	0.0
s m	0.0	1492	205606	60679	0.0
ɾ w	0.0	372	142847	5564	0.0
p t	0.0	681	37002	77936	0.0
l k	0.0	630	45625	57385	0.0
l m	0.0	639	45625	60679	0.0
p w	0.0	171	37002	5564	0.0
n w	0.0	265	91997	5564	0.0
β w	0.0	166	36807	5564	0.0
s w	0.0	388	205606	5564	0.0
ɾ p	0.0	817	142847	37002	0.0
ð ɾ	0.0	768	33690	142847	0.0
n m	0.0	805	91997	60679	0.0
d ɾ	0.0	723	32299	142847	0.0
r w	0.0	57	5396	5564	0.0
l s	0.0	1001	45625	205606	0.0
