ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ŋm ɡb	464.32	380	385	924	0.0
n w	2.76	14	326	249	0.0
r h	0.32	2	127	112	0.499
r t	0.1	3	127	800	0.249
r k	0.1	4	127	1469	0.124
r ŋ	0.05	1	127	198	1.0
r ɡb	0.04	2	127	924	0.499
r w	0.04	1	127	249	1.0
r nz	0.03	1	127	306	1.0
r kp	0.02	1	127	395	1.0
r d	0.02	1	127	424	1.0
r b	0.02	1	127	447	1.0
r ɓ	0.02	1	127	447	1.0
r mb	0.02	1	127	484	1.0
nd r	0.02	1	484	127	1.0
t r	0.01	1	800	127	1.0
n ɡ	0.01	1	326	434	1.0
ŋɡ nz	0.0	1	766	306	1.0
k n	0.0	1	1469	326	1.0
l ŋm	0.0	1	2378	385	1.0
k t	0.0	1	1469	800	1.0
