ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
tʃ x	16.44	4	57	7	0.121
ts x	8.5	3	62	7	0.246
ʃ tʃ'	2.37	5	83	52	0.059
ʃ tʃ	2.17	5	83	57	0.059
ʃ dʒ	2.14	4	83	37	0.121
s t	1.65	4	75	53	0.121
ʃ dɮ	0.9	2	83	22	0.498
s ts	0.79	3	75	62	0.246
ʃ k	0.78	3	83	57	0.246
ʃ tɬ'	0.71	2	83	28	0.498
s tɬ	0.68	1	75	8	1.0
ɬ k	0.63	2	46	57	0.498
ɮ dɮ	0.61	2	122	22	0.498
ɬ ts	0.57	2	46	62	0.498
ɮ tʃ	0.53	3	122	57	0.246
ʃ t'	0.51	2	83	39	0.498
k w	0.48	1	57	15	1.0
ɮ j	0.41	3	122	73	0.246
ʃ k'	0.37	2	83	54	0.498
ɮ t'	0.34	2	122	39	0.498
s dz	0.27	1	75	20	1.0
s d	0.26	3	75	190	0.246
ɬ t'	0.23	1	46	39	1.0
ʔ m	0.22	1	317	6	1.0
h b	0.21	2	153	50	0.498
ʒ ɣ	0.21	1	104	19	1.0
h k	0.19	2	153	57	0.498
h w	0.18	1	153	15	1.0
ɬ t	0.17	1	46	53	1.0
ɬ tʃ	0.16	1	46	57	1.0
h s	0.14	2	153	75	0.498
s t'	0.14	1	75	39	1.0
ʃ g	0.14	1	83	36	1.0
s ts'	0.14	1	75	40	1.0
s b	0.11	1	75	50	1.0
ʃ d	0.1	2	83	190	0.498
s k'	0.1	1	75	54	1.0
ʃ b	0.1	1	83	50	1.0
ɮ dʒ	0.09	1	122	37	1.0
w ʔ	0.09	1	15	317	1.0
ʔ w	0.09	1	317	15	1.0
ʒ tʃ'	0.08	1	104	52	1.0
s z	0.06	1	75	93	1.0
n d	0.06	2	147	190	0.498
n t	0.05	1	147	53	1.0
h k'	0.05	1	153	54	1.0
ɬ d	0.05	1	46	190	1.0
n ts	0.04	1	147	62	1.0
ɮ ʔ	0.04	2	122	317	0.498
ʔ g	0.04	1	317	36	1.0
ɮ ʒ	0.03	1	122	104	1.0
ʒ ɮ	0.03	1	104	122	1.0
z n	0.03	1	93	147	1.0
n n	0.02	1	147	147	1.0
s ʔ	0.02	1	75	317	1.0
h d	0.01	1	153	190	1.0
ʔ n	0.01	1	317	147	1.0
d ʔ	0.01	1	190	317	1.0
ʔ d	0.01	1	317	190	1.0
