ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
tʃ x	7.76	4	57	7	0.123
ts x	4.02	3	62	7	0.248
t ɬ	3.76	8	61	54	0.007
d z	2.95	20	232	113	0.0
d ɮ	2.8	22	232	144	0.0
ʃ tʃ'	1.12	5	83	52	0.06
s t	1.06	5	75	61	0.06
ʃ tʃ	1.02	5	83	57	0.06
ʃ dʒ	1.01	4	83	37	0.123
s ts	0.37	3	75	62	0.248
ʃ k	0.37	3	83	57	0.248
ʃ tɬ'	0.33	2	83	28	0.498
ɬ k	0.25	2	54	57	0.498
ʃ t'	0.24	2	83	39	0.498
ɬ ts	0.23	2	54	62	0.498
k w	0.23	1	57	15	1.0
ɮ tʃ	0.21	3	144	57	0.248
s d	0.18	4	75	232	0.123
ʃ k'	0.17	2	83	54	0.498
ɮ j	0.17	3	144	73	0.248
ʃ d	0.16	4	83	232	0.123
ɮ t'	0.14	2	144	39	0.498
ʔ m	0.1	1	317	6	1.0
h b	0.1	2	153	50	0.498
ʒ ɣ	0.1	1	104	19	1.0
ɬ t'	0.09	1	54	39	1.0
h k	0.09	2	153	57	0.498
h w	0.08	1	153	15	1.0
h s	0.07	2	153	75	0.498
s t'	0.07	1	75	39	1.0
ʃ g	0.06	1	83	36	1.0
s ts'	0.06	1	75	40	1.0
ɬ tʃ	0.06	1	54	57	1.0
ɬ t	0.06	1	54	61	1.0
s b	0.05	1	75	50	1.0
s k'	0.05	1	75	54	1.0
ʃ b	0.05	1	83	50	1.0
w ʔ	0.04	1	15	317	1.0
ʔ w	0.04	1	317	15	1.0
ɮ dʒ	0.04	1	144	37	1.0
ʒ tʃ'	0.04	1	104	52	1.0
h k'	0.02	1	153	54	1.0
ɮ d	0.02	2	144	232	0.498
s z	0.02	1	75	113	1.0
n d	0.02	2	147	232	0.498
n t	0.02	1	147	61	1.0
n ts	0.02	1	147	62	1.0
ɮ ʔ	0.02	2	144	317	0.498
ʔ g	0.02	1	317	36	1.0
ɬ d	0.02	1	54	232	1.0
ɮ ʒ	0.01	1	144	104	1.0
ʒ ɮ	0.01	1	104	144	1.0
z n	0.01	1	113	147	1.0
n n	0.01	1	147	147	1.0
s ʔ	0.01	1	75	317	1.0
h d	0.01	1	153	232	1.0
ʔ n	0.0	1	317	147	1.0
d ʔ	0.0	1	232	317	1.0
ʔ d	0.0	1	317	232	1.0
