ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
n t	8.74	96	366	171	0.0
rn rt	6.25	131	364	448	0.0
nh th	5.2	57	149	249	0.0
ng k	3.39	140	492	698	0.0
ny ty	2.64	64	249	370	0.0
n k	0.81	59	366	698	0.0
m p	0.75	71	695	574	0.0
r p	0.49	32	218	574	0.0
r k	0.48	35	218	698	0.0
rr w	0.18	38	761	613	0.0
n p	0.18	25	366	574	0.0
n ty	0.16	19	366	370	0.0
rn k	0.16	26	364	698	0.0
t p	0.12	14	171	574	0.0
rr k	0.11	32	761	698	0.0
ny k	0.05	12	249	698	0.0
t ty	0.05	7	171	370	0.015
ty p	0.03	11	370	574	0.001
rn p	0.03	10	364	574	0.002
ny m	0.03	9	249	695	0.004
l y	0.02	6	238	395	0.031
rn m	0.02	8	364	695	0.008
n m	0.01	7	366	695	0.015
rn ty	0.01	5	364	370	0.062
rn ng	0.01	4	364	492	0.125
n ng	0.01	4	366	492	0.125
rr m	0.0	6	761	695	0.031
ny p	0.0	2	249	574	0.5
t l	0.0	1	171	238	1.0
ty k	0.0	2	370	698	0.5
rr ty	0.0	2	761	370	0.5
rr y	0.0	2	761	395	0.5
n ny	0.0	1	366	249	1.0
rr p	0.0	2	761	574	0.5
rl p	0.0	1	204	574	1.0
t m	0.0	1	171	695	1.0
t k	0.0	1	171	698	1.0
ny ng	0.0	1	249	492	1.0
l p	0.0	1	238	574	1.0
rt ty	0.0	1	448	370	1.0
l k	0.0	1	238	698	1.0
rr ny	0.0	1	761	249	1.0
rt p	0.0	1	448	574	1.0
y k	0.0	1	395	698	1.0
rt k	0.0	1	448	698	1.0
