ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
d z	6.9	1029	2498	1036	0.0
t ʃ	1.97	943	8051	943	0.0
d ʒ	1.79	265	2498	265	0.0
t s	1.53	2518	8051	8695	0.0
n t	0.5	1154	5587	8051	0.0
p r	0.26	521	2712	6465	0.0
k w	0.14	196	4468	1059	0.0
s t	0.14	753	8695	8051	0.0
k t	0.11	479	4468	8051	0.0
g n	0.1	184	1011	5587	0.0
n d	0.09	268	5587	2498	0.0
m p	0.07	255	6024	2712	0.0
g r	0.05	143	1011	6465	0.0
t r	0.05	400	8051	6465	0.0
n s	0.05	366	5587	8695	0.0
p l	0.04	155	2712	3364	0.0
n k	0.04	253	5587	4468	0.0
r t	0.04	365	6465	8051	0.0
g w	0.04	52	1011	1059	0.0
b r	0.04	158	1778	6465	0.0
f r	0.04	131	1257	6465	0.0
k s	0.03	269	4468	8695	0.0
k r	0.03	222	4468	6465	0.0
f l	0.03	83	1257	3364	0.0
t h	0.03	74	8051	418	0.0
k l	0.02	147	4468	3364	0.0
n g	0.02	87	5587	1011	0.0
r w	0.02	93	6465	1059	0.0
r b	0.02	115	6465	1778	0.0
m b	0.02	100	6024	1778	0.0
p t	0.02	142	2712	8051	0.0
n w	0.01	70	5587	1059	0.0
r n	0.01	168	6465	5587	0.0
l t	0.01	142	3364	8051	0.0
s p	0.01	127	8695	2712	0.0
r k	0.01	139	6465	4468	0.0
r m	0.01	157	6465	6024	0.0
g l	0.01	45	1011	3364	0.0
n f	0.01	64	5587	1257	0.0
K h	0.01	5	103	418	0.062
r d	0.01	92	6465	2498	0.0
D r	0.01	3	3	6465	0.25
s k	0.01	130	8695	4468	0.0
d w	0.01	30	2498	1059	0.0
r s	0.01	134	6465	8695	0.0
r g	0.01	45	6465	1011	0.0
b l	0.0	41	1778	3364	0.0
l w	0.0	30	3364	1059	0.0
l g	0.0	28	3364	1011	0.0
b s	0.0	58	1778	8695	0.0
F l	0.0	7	76	3364	0.016
K l	0.0	8	103	3364	0.008
m n	0.0	70	6024	5587	0.0
l k	0.0	39	3364	4468	0.0
r f	0.0	28	6465	1257	0.0
d r	0.0	38	2498	6465	0.0
P r	0.0	6	66	6465	0.031
r p	0.0	35	6465	2712	0.0
m f	0.0	21	6024	1257	0.0
l f	0.0	14	3364	1257	0.0
l m	0.0	29	3364	6024	0.0
h l	0.0	7	418	3364	0.016
d m	0.0	22	2498	6024	0.0
l s	0.0	26	3364	8695	0.0
n h	0.0	7	5587	418	0.016
l p	0.0	13	3364	2712	0.0
l n	0.0	15	3364	5587	0.0
g m	0.0	7	1011	6024	0.016
p s	0.0	11	2712	8695	0.001
k n	0.0	9	4468	5587	0.004
d s	0.0	8	2498	8695	0.008
s s	0.0	14	8695	8695	0.0
l b	0.0	3	3364	1778	0.25
l d	0.0	1	3364	2498	1.0
m s	0.0	1	6024	8695	1.0
