ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q'	544.76	5	78	160	0.059
ŋ kʰ	88.55	2	45	273	0.497
ʃ pʰ	63.53	5	637	168	0.059
ɲ tʃʰ	60.18	5	926	122	0.059
j t'	9.85	5	2491	277	0.059
ʎ k'	8.3	3	1482	199	0.246
j tʃʰ	8.05	3	2491	122	0.246
w tʃ'	7.31	4	2110	282	0.121
l k'	5.94	1	230	199	1.0
ʃ tʃʰ	3.5	1	637	122	1.0
n tʰ	2.96	2	5255	70	0.497
ʃ q	2.69	3	637	1431	0.246
w k'	2.59	2	2110	199	0.497
x l	2.17	2	2184	230	0.497
x tʰ	1.78	1	2184	70	1.0
l k	1.55	2	230	3050	0.497
ʎ tʃʰ	1.5	1	1482	122	1.0
w q	1.44	4	2110	1431	0.121
n s	1.33	8	5255	2485	0.007
s ɲ	1.06	3	2485	926	0.246
s w	0.83	4	2485	2110	0.121
l q	0.83	1	230	1431	1.0
ʎ w	0.78	3	1482	2110	0.246
j pʰ	0.65	1	2491	168	1.0
ʎ tʃ	0.57	3	1482	2894	0.246
r tʃ	0.54	4	2781	2894	0.121
j l	0.47	1	2491	230	1.0
w r	0.42	3	2110	2781	0.246
j kʰ	0.4	1	2491	273	1.0
h w	0.16	1	800	2110	1.0
ʃ r	0.15	1	637	2781	1.0
w t	0.14	2	2110	3567	0.497
j ɲ	0.12	1	2491	926	1.0
s ʎ	0.07	1	2485	1482	1.0
w j	0.05	1	2110	2491	1.0
w tʃ	0.04	1	2110	2894	1.0
w k	0.04	1	2110	3050	1.0
j p	0.03	1	2491	3499	1.0
s n	0.02	1	2485	5255	1.0
r n	0.02	1	2781	5255	1.0
